name,Product,product_uom,product_qty,yield,Don't Import,BoM Lines / Product Unit of Measure,BoM Lines / Product Quantity,bom_lines/component_type,type,BoM Lines / Product
,,,,, BMS0010101 ,kg,0.8, raw_material ,,BMS0010101
,,,,, BSL0010101 ,kg,4.7, raw_material ,,BSL0010101
,,,,, BSL0010201 ,kg,4.7, raw_material ,,BSL0010201
,,,,, BCN0210101 ,Pcs,"100,000.00", raw_material ,,BCN0210101
,,,,, BCN0210201 ,Pcs,"100,000.00", raw_material ,,BCN0210201
,,,,, LBK0090100 ,Pcs,400,kemas_primer,,LBK0090100
,,,,, CSG0010100 ,kg,0,kemas_primer,,CSG0010100
,,,,, CBO0220100 ,Pcs,400,kemas_primer,,CBO0220100
,,,,, CET1150100 ,Pcs,400,kemas_sekunder,,CET1150100
,,,,, CET1150200 ,Pcs,400,kemas_sekunder,,CET1150200
,,,,, CET1150300 ,Pcs,400,kemas_sekunder,,CET1150300
,,,,, CBR1060100 ,Pcs,400,kemas_sekunder,,CBR1060100
,,,,, CBR1060200 ,Pcs,400,kemas_sekunder,,CBR1060200
,,,,, CBR1060300 ,Pcs,400,kemas_sekunder,,CBR1060300
,,,,, CSH0190100 ,Pcs,4,kemas_sekunder,,CSH0190100
,,,,, LBK0100100 ,Pcs,8,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 , rol ,0,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 , rol ,0,kemas_sekunder,,CPB0010200
Aminophylline  10 ml @ 30,Aminophylline  10 ml @ 30,Ampul,9523,96.04%, AAA0010101 ,kg,2.424, raw_material ,Normal,AAA0010101
,,,,, AAA0010201 ,kg,2.424, raw_material ,,AAA0010201
,,,,, AAA0010301 ,kg,2.424, raw_material ,,AAA0010301
,,,,, BSC0010101 ,kg,0.47, raw_material ,,BSC0010101
,,,,, BSC0010201 ,kg,0.47, raw_material ,,BSC0010201
,,,,, BSC0010301 ,kg,0.47, raw_material ,,BSC0010301
,,,,, AET0010101 , liter ," 0,15-0,20 ", raw_material ,,AET0010101
,,,,, BWF0010101 ,Liter(s),100, raw_material ,,BWF0010101
,,,,, CAM0050100 ,Pcs,"9,600",kemas_primer,,CAM0050100
,,,,, CET0060100 ,Pcs,"9,842",kemas_sekunder,,CET0060100
,,,,, CET0060200 ,Pcs,"9,842",kemas_sekunder,,CET0060200
,,,,, CET0060300 ,Pcs,"9,842",kemas_sekunder,,CET0060300
,,,,, CIN0050100 ,Pcs,319,kemas_sekunder,,CIN0050100
,,,,, CIN0050200 ,Pcs,319,kemas_sekunder,,CIN0050200
,,,,, CIN0050300 ,Pcs,319,kemas_sekunder,,CIN0050300
,,,,, CRA0030100 ,Set,318,kemas_sekunder,,CRA0030100
,,,,, CRA0030200 ,Set,318,kemas_sekunder,,CRA0030200
,,,,, CBR0010100 ,Pcs,319,kemas_sekunder,,CBR0010100
,,,,, CBR0010200 ,Pcs,319,kemas_sekunder,,CBR0010200
,,,,, CBR0010300 ,Pcs,319,kemas_sekunder,,CBR0010300
,,,,, LBK0200100 ,Pcs,318,kemas_sekunder,,LBK0200100
,,,,, CSH0160100 ,Pcs,7,kemas_sekunder,,CSH0160100
,,,,, LBK0100100 ,Pcs,21,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,0,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,0,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,0,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,0,kemas_sekunder,,CPB0010200
Antalgin 250 mg 10 ml,Antalgin 250 mg 10 ml,Vial,9500,, AMS0020101 ,kg,26.5, raw_material ,Normal,AMS0020101
,,,,, BSF0010101 ,kg,0.4, raw_material ,,BSF0010101
,,,,, BPH0010101 ,kg,0.5, raw_material ,,BPH0010101
,,,,, BHA0010101 , ml ,450, raw_material ,,BHA0010101
,,,,, BWF0010101 ,Liter(s),100, raw_material ,,BWF0010101
,,,,, CVI0020100 ,Pcs,"9,500",kemas_primer,,CVI0020100
,,,,, CRS0010100 ,Pcs,"9,500",kemas_primer,,CRS0010100
,,,,, CDO0010100 ,Pcs,"9,500",kemas_primer,,CDO0010100
,,,,, CET0100100 ,Pcs,"10,475",kemas_sekunder,,CET0100100
,,,,, CET0100200 ,Pcs,"10,475",kemas_sekunder,,CET0100200
,,,,, CET0100300 ,Pcs,"10,475",kemas_sekunder,,CET0100300
,,,,, CIN0100100 ,Pcs,952,kemas_sekunder,,CIN0100100
,,,,, CIN0100200 ,Pcs,952,kemas_sekunder,,CIN0100200
,,,,, CIN0100300 ,Pcs,952,kemas_sekunder,,CIN0100300
,,,,, CRA0080100 ,Set,952,kemas_sekunder,,CRA0080100
,,,,, CRA0080200 ,Set,952,kemas_sekunder,,CRA0080200
,,,,, CBR0060100 ,Pcs,952,kemas_sekunder,,CBR0060100
,,,,, CBR0060200 ,Pcs,952,kemas_sekunder,,CBR0060200
,,,,, CBR0060300 ,Pcs,952,kemas_sekunder,,CBR0060300
,,,,, CSH0050100 ,Pcs,32,kemas_sekunder,,CSH0050100
,,,,, LBK0100100 ,Pcs,95,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
,,,,, CCT0010100 ,Roll,0,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,0,kemas_sekunder,,CCT0010200
Antalgin 250 mg/ml 2 ml @ 30,Antalgin 250 mg/ml 2 ml @ 30,Vial,47,, AMS0020101 ,kg,26.5, raw_material ,Normal,AMS0020101
,,,,, BSF0010101 ,kg,0.4, raw_material ,,BSF0010101
,,,,, BBA0010101 ,Liter(s),0.25, raw_material ,,BBA0010101
,,,,, BBA0010201 ,Liter(s),0.25, raw_material ,,BBA0010201
,,,,, BWF0010101 ,Liter(s),100, raw_material ,,BWF0010101
,,,,, CAM0070100 ,Pcs,"47,385",kemas_primer,,CAM0070100
,,,,, CAM0070200 ,Pcs,"47,385",kemas_primer,,CAM0070200
,,,,, CET0110100 ,Pcs,"1,551",kemas_sekunder,,CET0110100
,,,,, CET0110200 ,Pcs,"1,551",kemas_sekunder,,CET0110200
,,,,, CET0110300 ,Pcs,"1,551",kemas_sekunder,,CET0110300
,,,,, CIN0110100 ,Pcs,"1,551",kemas_sekunder,,CIN0110100
,,,,, CIN0110200 ,Pcs,"1,551",kemas_sekunder,,CIN0110200
,,,,, CIN0110300 ,Pcs,"1,551",kemas_sekunder,,CIN0110300
,,,,, CRA0020100 ,Set,"1,550",kemas_sekunder,,CRA0020100
,,,,, CRA0020200 ,Set,"1,550",kemas_sekunder,,CRA0020200
,,,,, CBR0060100 ,Pcs,"1,551",kemas_sekunder,,CBR0060100
,,,,, CBR0060200 ,Pcs,"1,551",kemas_sekunder,,CBR0060200
,,,,, CBR0060300 ,Pcs,"1,551",kemas_sekunder,,CBR0060300
,,,,, CSH0180100 ,Pcs,20,kemas_sekunder,,CSH0180100
,,,,, LBK0100100 ,Pcs,40,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,1,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,1,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Calcii chlorid  10 ml Ampul,Calcii chlorid  10 ml Ampul,Ampul,4761,, ACC0010101 ,kg,5, raw_material ,Normal,ACC0010101
,,,,, BWF0010101 ,Liter(s),50, raw_material ,,BWF0010101
,,,,, CAM0050100 ,Pcs,"4,800",kemas_primer,,CAM0050100
,,,,, CET0170100 ,Pcs,"4,858",kemas_sekunder,,CET0170100
,,,,, CET0170200 ,Pcs,"4,858",kemas_sekunder,,CET0170200
,,,,, CET0170300 ,Pcs,"4,858",kemas_sekunder,,CET0170300
,,,,, CIN0130100 ,Pcs,97,kemas_sekunder,,CIN0130100
,,,,, CIN0130200 ,Pcs,97,kemas_sekunder,,CIN0130200
,,,,, CIN0130300 ,Pcs,97,kemas_sekunder,,CIN0130300
,,,,, CRA0040100 ,Set,96,kemas_sekunder,,CRA0040100
,,,,, CRA0040200 ,Set,96,kemas_sekunder,,CRA0040200
,,,,, LBK0180100 ,Pcs,96,kemas_sekunder,,LBK0180100
,,,,, CBR0090100 ,Pcs,97,kemas_sekunder,,CBR0090100
,,,,, CBR0090200 ,Pcs,97,kemas_sekunder,,CBR0090200
,,,,, CBR0090300 ,Pcs,97,kemas_sekunder,,CBR0090300
,,,,, CSH0320100 ,Pcs,3,kemas_sekunder,,CSH0320100
,,,,, LBK0100100 ,Pcs,7,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,0,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,0,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,0,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,0,kemas_sekunder,,CPB0010200
Camidexon 5 mg/ml 1 ml Ampul,Camidexon 5 mg/ml 1 ml Ampul,Ampul,45454,, ADS0010101 ,kg,0.26, raw_material ,Normal,ADS0010101
,,,,, ADS0010201 ,kg,0.26, raw_material ,,ADS0010201
,,,,, BSD0030101 ,kg,0.05, raw_material ,,BSD0030101
,,,,, BSC0010101 ,kg,0.62, raw_material ,,BSC0010101
,,,,, BSC0010201 ,kg,0.62, raw_material ,,BSC0010201
,,,,, BSC0010301 ,kg,0.62, raw_material ,,BSC0010301
,,,,, BSD0010101 ,kg,0.05, raw_material ,,BSD0010101
,,,,, BDH0010101 ,kg,0.535, raw_material ,,BDH0010101
,,,,, BDH0010101 ,Liter(s),0.25, raw_material ,,BDH0010101
,,,,, BWF0010101 ,Liter(s),50, raw_material ,,BWF0010101
,,,,, CAM0040100 ,Pcs,"45,500",kemas_primer,,CAM0040100
,,,,, CAM0040200 ,Pcs,"45,500",kemas_primer,,CAM0040200
,,,,, CET0740100 ,Pcs,456,kemas_sekunder,,CET0740100
,,,,, CET0740200 ,Pcs,456,kemas_sekunder,,CET0740200
,,,,, CET0740300 ,Pcs,456,kemas_sekunder,,CET0740300
,,,,, CIN0280100 ,Pcs,456,kemas_sekunder,,CIN0280100
,,,,, CIN0280200 ,Pcs,456,kemas_sekunder,,CIN0280200
,,,,, CIN0280300 ,Pcs,456,kemas_sekunder,,CIN0280300
,,,,, CRA0010100 ,Set,455,kemas_sekunder,,CRA0010100
,,,,, CRA0010200 ,Set,455,kemas_sekunder,,CRA0010200
,,,,, CBR0240100 ,Pcs,456,kemas_sekunder,,CBR0240100
,,,,, CBR0240200 ,Pcs,456,kemas_sekunder,,CBR0240200
,,,,, CBR0240300 ,Pcs,456,kemas_sekunder,,CBR0240300
,,,,, LBK0180100 ,Pcs,910,kemas_sekunder,,LBK0180100
,,,,, LBK0070100 ,Pcs,38,kemas_sekunder,,LBK0070100
,,,,, LBK0100100 ,Pcs,39,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,0,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,0,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Camidon 15 ml,Camidon 15 ml,Vial,6451,, AMS0020101 ,kg,25.25, raw_material ,Normal,AMS0020101
,,,,, AAM0010101 ,kg,5, raw_material ,,AAM0010101
,,,,, ALH0010101 ,kg,1.5, raw_material ,,ALH0010101
,,,,, BSF0010101 ,kg,0.4, raw_material ,,BSF0010101
,,,,, BBA0010101 ,Liter(s),0.5, raw_material ,,BBA0010101
,,,,, BBA0010201 ,Liter(s),0.5, raw_material ,,BBA0010201
,,,,, BHA0010101 , ml ,900, raw_material ,,BHA0010101
,,,,, BWF0010101 ,Liter(s),100, raw_material ,,BWF0010101
,,,,, CVI0020100 ,Pcs,"6,500",kemas_primer,,CVI0020100
,,,,, CRS0010100 ,Pcs,"6,500",kemas_primer,,CRS0010100
,,,,, CFO0010100 ,Pcs,"6,500",kemas_primer,,CFO0010100
,,,,, CFO0010200 ,Pcs,"6,500",kemas_primer,,CFO0010200
,,,,, CET0340100 ,Pcs,"7,096",kemas_sekunder,,CET0340100
,,,,, CET0340200 ,Pcs,"7,096",kemas_sekunder,,CET0340200
,,,,, CET0340300 ,Pcs,"7,096",kemas_sekunder,,CET0340300
,,,,, CIN0300100 ,Pcs,645,kemas_sekunder,,CIN0300100
,,,,, CIN0300200 ,Pcs,645,kemas_sekunder,,CIN0300200
,,,,, CIN0300300 ,Pcs,645,kemas_sekunder,,CIN0300300
,,,,, CRA0080100 ,Set,645,kemas_sekunder,,CRA0080100
,,,,, CRA0080200 ,Set,645,kemas_sekunder,,CRA0080200
,,,,, CBR0250100 ,Pcs,645,kemas_sekunder,,CBR0250100
,,,,, CBR0250200 ,Pcs,645,kemas_sekunder,,CBR0250200
,,,,, CBR0250300 ,Pcs,645,kemas_sekunder,,CBR0250300
,,,,, CSH0050100 ,Pcs,22,kemas_sekunder,,CSH0050100
,,,,, LBK0100100 ,Pcs,65,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,0,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,0,kemas_sekunder,,CPB0010200
,,,,, CCT0010100 ,Roll,0,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,0,kemas_sekunder,,CCT0010200
Camidon 10 ml,Camidon 10 ml,Vial,9523,, AMS0020101 ,kg,25.25, raw_material ,Normal,AMS0020101
,,,,, AAM0010101 ,kg,5, raw_material ,,AAM0010101
,,,,, ALH0010101 ,kg,1.5, raw_material ,,ALH0010101
,,,,, BSF0010101 ,kg,0.4, raw_material ,,BSF0010101
,,,,, BBA0010101 ,Liter(s),0.5, raw_material ,,BBA0010101
,,,,, BBA0010201 ,Liter(s),0.5, raw_material ,,BBA0010201
,,,,, BHA0010101 , ml ,900, raw_material ,,BHA0010101
,,,,, BWF0010101 ,Liter(s),100, raw_material ,,BWF0010101
,,,,, CVI0020100 ,Pcs,"10,000",kemas_primer,,CVI0020100
,,,,, CRS0010100 ,Pcs,"10,000",kemas_primer,,CRS0010100
,,,,, CFO0030100 ,Pcs,"10,000",kemas_primer,,CFO0030100
,,,,, CFO0030200 ,Pcs,"10,000",kemas_primer,,CFO0030200
,,,,, CET0330100 ,Pcs,"9,524",kemas_sekunder,,CET0330100
,,,,, CET0330200 ,Pcs,"9,524",kemas_sekunder,,CET0330200
,,,,, CET0330300 ,Pcs,"9,524",kemas_sekunder,,CET0330300
,,,,, CIN0290100 ,Pcs,954,kemas_sekunder,,CIN0290100
,,,,, CIN0290200 ,Pcs,954,kemas_sekunder,,CIN0290200
,,,,, CIN0290300 ,Pcs,954,kemas_sekunder,,CIN0290300
,,,,, CRA0080100 ,Set,953,kemas_sekunder,,CRA0080100
,,,,, CRA0080200 ,Set,953,kemas_sekunder,,CRA0080200
,,,,, CBR0250100 ,Pcs,954,kemas_sekunder,,CBR0250100
,,,,, CBR0250200 ,Pcs,954,kemas_sekunder,,CBR0250200
,,,,, CBR0250300 ,Pcs,954,kemas_sekunder,,CBR0250300
,,,,, CSH0050100 ,Pcs,32,kemas_sekunder,,CSH0050100
,,,,, LBK0100100 ,Pcs,97,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,0,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,0,kemas_sekunder,,CPB0010200
,,,,, CCT0010100 ,Roll,1,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,1,kemas_sekunder,,CCT0010200
Camidryl 10 mg/ml 15 ml,Camidryl 10 mg/ml 15 ml,Vial,6541,, ADH0020101 ,kg,1, raw_material ,Normal,ADH0020101
,,,,, BPH0010101 ,kg,0.5, raw_material ,,BPH0010101
,,,,, BWF0010101 ,Liter(s),100, raw_material ,,BWF0010101
,,,,, CVI0020100 ,Pcs,"6,500",kemas_primer,,CVI0020100
,,,,, CRS0010100 ,Pcs,"6,500",kemas_primer,,CRS0010100
,,,,, CFO0010100 ,Pcs,"10,000",kemas_primer,,CFO0010100
,,,,, CFO0010200 ,Pcs,"10,000",kemas_primer,,CFO0010200
,,,,, CET0370100 ,Pcs,"7,097",kemas_sekunder,,CET0370100
,,,,, CET0370200 ,Pcs,"7,097",kemas_sekunder,,CET0370200
,,,,, CET0370300 ,Pcs,"7,097",kemas_sekunder,,CET0370300
,,,,, CIN0330100 ,Pcs,646,kemas_sekunder,,CIN0330100
,,,,, CIN0330200 ,Pcs,646,kemas_sekunder,,CIN0330200
,,,,, CIN0330300 ,Pcs,646,kemas_sekunder,,CIN0330300
,,,,, CRA0080100 ,Set,646,kemas_sekunder,,CRA0080100
,,,,, CRA0080200 ,Set,646,kemas_sekunder,,CRA0080200
,,,,, CBR0270100 ,Pcs,954,kemas_sekunder,,CBR0270100
,,,,, CBR0270200 ,Pcs,954,kemas_sekunder,,CBR0270200
,,,,, CBR0270300 ,Pcs,954,kemas_sekunder,,CBR0270300
,,,,, CSH0050100 ,Pcs,22,kemas_sekunder,,CSH0050100
,,,,, LBK0100100 ,Pcs,65,kemas_sekunder,,LBK0100100
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Camidryl 10 mg/ml 10 ml,Camidryl 10 mg/ml 10 ml,Vial,9523,, ADH0020101 ,kg,1, raw_material ,Normal,ADH0020101
,,,,, BBC0010101 ,g,10, raw_material ,,BBC0010101
,,,,, BWF0010101 ,Liter(s),100, raw_material ,,BWF0010101
,,,,, CVI0020100 ,Pcs,"10,000",kemas_primer,,CVI0020100
,,,,, CRS0010100 ,Pcs,"10,000",kemas_primer,,CRS0010100
,,,,, CFO0010100 ,Pcs,"10,000",kemas_primer,,CFO0010100
,,,,, CFO0010200 ,Pcs,"10,000",kemas_primer,,CFO0010200
,,,,, CET0360100 ,Pcs,"9,524",kemas_sekunder,,CET0360100
,,,,, CET0360200 ,Pcs,"9,524",kemas_sekunder,,CET0360200
,,,,, CET0360300 ,Pcs,"9,524",kemas_sekunder,,CET0360300
,,,,, CIN0320100 ,Pcs,954,kemas_sekunder,,CIN0320100
,,,,, CIN0320200 ,Pcs,954,kemas_sekunder,,CIN0320200
,,,,, CIN0320300 ,Pcs,954,kemas_sekunder,,CIN0320300
,,,,, CRA0080100 ,Set,953,kemas_sekunder,,CRA0080100
,,,,, CRA0080200 ,Set,953,kemas_sekunder,,CRA0080200
,,,,, CBR0270100 ,Pcs,954,kemas_sekunder,,CBR0270100
,,,,, CBR0270200 ,Pcs,954,kemas_sekunder,,CBR0270200
,,,,, CBR0270300 ,Pcs,954,kemas_sekunder,,CBR0270300
,,,,, CSH0050100 ,Pcs,32,kemas_sekunder,,CSH0050100
,,,,, LBK0100100 ,Pcs,97,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,0,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,0,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Camigesik 50 mg/ml 2 ml,Camigesik 50 mg/ml 2 ml,Ampul,46511,, ATH0040101 ,kg,5, raw_material ,Normal,ATH0040101
,,,,, BSA0010101 ,kg,0.25, raw_material ,,BSA0010101
,,,,, BWF0010101 ,Liter(s),100, raw_material ,,BWF0010101
,,,,, CAM0070100 ,Pcs,"47,385",kemas_primer,,CAM0070100
,,,,, CAM0070200 ,Pcs,"47,385",kemas_primer,,CAM0070200
,,,,, CIN0340100 ,Pcs,"4,653",kemas_sekunder,,CIN0340100
,,,,, CIN0340200 ,Pcs,"4,653",kemas_sekunder,,CIN0340200
,,,,, CRO0040100 ,Set,"9,303",kemas_sekunder,,CRO0040100
,,,,, CBR0280100 ,Pcs,"4,653",kemas_sekunder,,CBR0280100
,,,,, CBR0280200 ,Pcs,"4,653",kemas_sekunder,,CBR0280200
,,,,, CBR0280300 ,Pcs,"4,653",kemas_sekunder,,CBR0280300
,,,,, LBK0170100 ,Pcs,"2,326",kemas_sekunder,,LBK0170100
,,,,, CSH0110100 ,Pcs,47,kemas_sekunder,,CSH0110100
,,,,, LBK0100100 ,Pcs,95,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,3,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,3,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,2,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,2,kemas_sekunder,,CPB0010200
Chlorpromazine 5 mg/ml 2 ml,Chlorpromazine 5 mg/ml 2 ml,Ampul,23809,, ACH0010101 ,kg,1.275, raw_material ,Normal,ACH0010101
,,,,, BSC0010101 ,kg,0.325, raw_material ,,BSC0010101
,,,,, BSC0010201 ,kg,0.325, raw_material ,,BSC0010201
,,,,, BSC0010301 ,kg,0.325, raw_material ,,BSC0010301
,,,,, LBB0010101 ,g,50, raw_material ,,LBB0010101
,,,,, BWF0010101 ,Liter(s),50, raw_material ,,BWF0010101
,,,,, CAM0070100 ,Pcs,"24,000",kemas_primer,,CAM0070100
,,,,, CAM0070200 ,Pcs,"24,000",kemas_primer,,CAM0070200
,,,,, CET0560100 ,Pcs,805,kemas_sekunder,,CET0560100
,,,,, CET0560200 ,Pcs,805,kemas_sekunder,,CET0560200
,,,,, CET0560300 ,Pcs,805,kemas_sekunder,,CET0560300
,,,,, CIN0570100 ,Pcs,785,kemas_sekunder,,CIN0570100
,,,,, CIN0570200 ,Pcs,785,kemas_sekunder,,CIN0570200
,,,,, CIN0570300 ,Pcs,785,kemas_sekunder,,CIN0570300
,,,,, CRA0020100 ,Set,785,kemas_sekunder,,CRA0020100
,,,,, CRA0020200 ,Set,785,kemas_sekunder,,CRA0020200
,,,,, CBR0520100 ,Pcs,785,kemas_sekunder,,CBR0520100
,,,,, CBR0520200 ,Pcs,785,kemas_sekunder,,CBR0520200
,,,,, CBR0520300 ,Pcs,785,kemas_sekunder,,CBR0520300
,,,,, LBK0290100 ,Pcs,20,kemas_sekunder,,LBK0290100
,,,,, LBK0100100 ,Pcs,20,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,1,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,1,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,0,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,0,kemas_sekunder,,CPB0010200
Chlorpromazine 25 mg/ml 1 ml,Chlorpromazine 25 mg/ml 1 ml,Ampul,45450,, ACH0010101 ,kg,1.275, raw_material ,Normal,ACH0010101
,,,,, BSC0010101 ,kg,0.325, raw_material ,,BSC0010101
,,,,, BSC0010201 ,kg,0.325, raw_material ,,BSC0010201
,,,,, BSC0010301 ,kg,0.325, raw_material ,,BSC0010301
,,,,, LBB0010101 ,g,50, raw_material ,,LBB0010101
,,,,, BWF0010101 ,Liter(s),50, raw_material ,,BWF0010101
,,,,, CAM0020100 ,Pcs,"50,000",kemas_primer,,CAM0020100
,,,,, CET0550100 ,Pcs,"1,553",kemas_sekunder,,CET0550100
,,,,, CET0550200 ,Pcs,"1,553",kemas_sekunder,,CET0550200
,,,,, CET0550300 ,Pcs,"1,553",kemas_sekunder,,CET0550300
,,,,, CIN0560100 ,Pcs,"1,515",kemas_sekunder,,CIN0560100
,,,,, CIN0560200 ,Pcs,"1,515",kemas_sekunder,,CIN0560200
,,,,, CIN0560300 ,Pcs,"1,515",kemas_sekunder,,CIN0560300
,,,,, CRA0020100 ,Set,"1,515",kemas_sekunder,,CRA0020100
,,,,, CRA0020200 ,Set,"1,515",kemas_sekunder,,CRA0020200
,,,,, CBR0520100 ,Pcs,"1,515",kemas_sekunder,,CBR0520100
,,,,, CBR0520200 ,Pcs,"1,515",kemas_sekunder,,CBR0520200
,,,,, CBR0520300 ,Pcs,"1,515",kemas_sekunder,,CBR0520300
,,,,, LBK0300100 ,Pcs,38,kemas_sekunder,,LBK0300100
,,,,, LBK0100100 ,Pcs,38,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,0,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,0,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Cholimed 125 mg/ml 2 ml,Cholimed 125 mg/ml 2 ml,Ampul,23529,, ACS0010101 ,kg,6.56, raw_material ,Normal,ACS0010101
,,,,, BWF0010101 ,Liter(s),50, raw_material ,,BWF0010101
,,,,, CAM0070100 ,Pcs,"24,000",kemas_primer,,CAM0070100
,,,,, CAM0070200 ,Pcs,"24,000",kemas_primer,,CAM0070200
,,,,, CET0570100 ,Pcs,"23,257",kemas_sekunder,,CET0570100
,,,,, CET0570200 ,Pcs,"23,257",kemas_sekunder,,CET0570200
,,,,, CET0570300 ,Pcs,"23,257",kemas_sekunder,,CET0570300
,,,,, CRO0040100 ,Set,"4,652",kemas_sekunder,,CRO0040100
,,,,, CBR0530100 ,Pcs,"2,327",kemas_sekunder,,CBR0530100
,,,,, CBR0530200 ,Pcs,"2,327",kemas_sekunder,,CBR0530200
,,,,, CBR0530300 ,Pcs,"2,327",kemas_sekunder,,CBR0530300
,,,,, CIN0580100 ,Pcs,"2,327",kemas_sekunder,,CIN0580100
,,,,, CIN0580200 ,Pcs,"2,327",kemas_sekunder,,CIN0580200
,,,,, CSH0110100 ,Pcs,24,kemas_sekunder,,CSH0110100
,,,,, LBK0100100 ,Pcs,48,kemas_sekunder,,LBK0100100
,,,,, CCT0010100 ,Roll,1,kemas_sekunder,,CCT0010100
,,,,, CCT0010200 ,Roll,1,kemas_sekunder,,CCT0010200
,,,,, CPB0010100 ,Roll,1,kemas_sekunder,,CPB0010100
,,,,, CPB0010200 ,Roll,1,kemas_sekunder,,CPB0010200
Dexamethasone 5 mg/ml 1 ml,Dexamethasone 5 mg/ml 1 ml,Ampul,45454,, ADS0010101 ,kg,0.26, raw_material ,Normal,ADS0010101
,,,,, ADS0010201 ,kg,0.26, raw_material ,,ADS0010201
,,,,, BSD0030101 ,kg,0.05, raw_material ,,BSD0030101
,,,,, BSC0010101 ,kg,0.62, raw_material ,,BSC0010101
,,,,, BSC0010201 ,kg,0.62, raw_material ,,BSC0010201
,,,,, BSC0010301 ,kg,0.62, raw_material ,,BSC0010301
,,,,, BSD0010101 ,kg,0.05, raw_material ,,BSD0010101
,,,,, BDH0010101 ,kg,0.535, raw_material ,,BDH0010101
,,,,, BDH0010101 ,Liter(s),0.25, raw_material ,,BDH0010101
,,,,, BWF0010101 ,Liter(s),50, raw_material ,,BWF0010101
,,,,, CAM0040100 ,Pcs,"45,500",kemas_primer,,CAM0040100
,,,,, CAM0040200 ,Pcs,"45,500",kemas_primer,,CAM0040200
,,,,, CIN0610100 ,Pcs,456,kemas_sekunder,,CIN0610100
,,,,, CIN0610200 ,Pcs,456,kemas_sekunder,,CIN0610200
,,,,, CIN0610300 ,Pcs,456,kemas_sekunder,,CIN0610300
,,,,, CRA0010100 ,Set,455,kemas_sekunder,,CRA0010100
,,,,, CRA0010200 ,Set,455,kemas_sekunder,,CRA0010200
,,,,, CBR0580100 ,Pcs,456,kemas_sekunder,,CBR0580100
,,,,, CBR0580200 ,Pcs,456,kemas_sekunder,,CBR0580200
,,,,, CBR0580300 ,Pcs,456,kemas_sekunder,,CBR0580300
