id,user_type/id,code,company_id/id,type,name,currency_mode,parent_id/id
__export__.account_account_10000,account.data_account_type_view,0,__export__.res_company_2,View,SAGE Petroleum USD,At Date,
__export__.account_account_20000,account.data_account_type_view,1,__export__.res_company_2,View,Balance Sheet,At Date,__export__.account_account_10000
__export__.account_account_30000,account.account_type_asset_view1,1000000,__export__.res_company_2,View,Assets,At Date,__export__.account_account_20000
__export__.account_account_40000,account.data_account_type_view,1010000,__export__.res_company_2,View,Fixed Asset Account,At Date,__export__.account_account_30000
__export__.account_account_260000,account.data_account_type_view,1011000,__export__.res_company_2,View,Intangible,At Date,__export__.account_account_40000
__export__.account_account_270000,account.data_account_type_asset,1011001,__export__.res_company_2,Regular,Software Application ,At Date,__export__.account_account_260000
__export__.account_account_280000,account.data_account_type_asset,1011001D,__export__.res_company_2,Regular,Software Amortized ,At Date,__export__.account_account_260000
__export__.account_account_290000,account.data_account_type_view,1012000,__export__.res_company_2,View,Tangible  Fixed Assets,At Date,__export__.account_account_40000
__export__.account_account_300000,account.data_account_type_asset,1012001,__export__.res_company_2,Regular,Office Furniture and Fittings,At Date,__export__.account_account_290000
__export__.account_account_310000,account.data_account_type_asset,1012001D,__export__.res_company_2,Regular,Accum. Depre. -Office Furniture,At Date,__export__.account_account_290000
__export__.account_account_320000,account.data_account_type_asset,1012002,__export__.res_company_2,Regular,Computers and IT Equipments,At Date,__export__.account_account_290000
__export__.account_account_330000,account.data_account_type_asset,1012002D,__export__.res_company_2,Regular,Accum. Depre. -Computers and IT Equipments ,At Date,__export__.account_account_290000
__export__.account_account_340000,account.data_account_type_asset,1012003,__export__.res_company_2,Regular,Vehicle ,At Date,__export__.account_account_290000
__export__.account_account_350000,account.data_account_type_asset,1012003D,__export__.res_company_2,Regular,Accumulated Depreciation -Vehicle ,At Date,__export__.account_account_290000
__export__.account_account_360000,account.data_account_type_asset,1012004,__export__.res_company_2,Regular,Oil Filtration System,At Date,__export__.account_account_290000
__export__.account_account_370000,account.data_account_type_asset,1012004D,__export__.res_company_2,Regular,Accum. Depre. -Oil Filtration System ,At Date,__export__.account_account_290000
__export__.account_account_3700000,account.data_account_type_asset,1012007D,__export__.res_company_2,Regular,Accum. Depre. -Office Equipment,At Date,__export__.account_account_290000
__export__.account_account_380000,account.data_account_type_asset,1012005,__export__.res_company_2,Regular,Work -in -Progress ,At Date,__export__.account_account_290000
__export__.account_account_3490000,account.data_account_type_asset,1012006,__export__.res_company_2,Regular,Buildings,At Date,__export__.account_account_290000
__export__.account_account_3540000,account.data_account_type_asset,1012007,__export__.res_company_2,Regular,Office Equipments,At Date,__export__.account_account_290000
__export__.account_account_390000,account.data_account_type_view,1020000,__export__.res_company_2,View,Investment,At Date,__export__.account_account_30000
__export__.account_account_400000,account.data_account_type_asset,1021000,__export__.res_company_2,Regular,Investment in Shares,At Date,__export__.account_account_390000
__export__.account_account_410000,account.data_account_type_asset,1021001,__export__.res_company_2,Regular,Eco Shares,At Date,__export__.account_account_390000
__export__.account_account_420000,account.data_account_type_asset,1021002,__export__.res_company_2,Regular,Aspen Shares,At Date,__export__.account_account_390000
__export__.account_account_430000,account.data_account_type_asset,1022000,__export__.res_company_2,Regular,Fixed Deposit Investment (if any),At Date,__export__.account_account_390000
__export__.account_account_3220000,account.data_account_type_asset,1022002,__export__.res_company_2,Regular,Aya Technologies Ghana Ltd,At Date,__export__.account_account_390000
__export__.account_account_3690000,account.data_account_type_asset,1022004,__export__.res_company_2,Regular,Investment in Eco Petroleum Ltd,At Date,__export__.account_account_390000
__export__.account_account_3230000,account.data_account_type_asset,1022003,__export__.res_company_2,Regular,Breezer International Ltd,At Date,__export__.account_account_390000
__export__.account_account_4430000,account.data_account_type_asset,1022005,__export__.res_company_2,Regular,Energy Investments Ltd,At Date,__export__.account_account_390000
__export__.account_account_4460000,account.data_account_type_asset,1022006,__export__.res_company_2,Regular,Blue Bay Ltd,At Date,__export__.account_account_390000
__export__.account_account_4470000,account.data_account_type_asset,1022007,__export__.res_company_2,Regular,Global Standard Petroleum Ltd,At Date,__export__.account_account_390000
__export__.account_account_4580000,account.data_account_type_view,1021100,__export__.res_company_2,View,Inter-Company,At Date,__export__.account_account_30000
__export__.account_account_4550000,account.data_account_type_asset,1021101,__export__.res_company_2,Regular,Energy Investments Ltd,At Date,__export__.account_account_4580000
__export__.account_account_4560000,account.data_account_type_asset,1021102,__export__.res_company_2,Regular,Blue Bay Ltd,At Date,__export__.account_account_4580000
__export__.account_account_4570000,account.data_account_type_asset,1021103,__export__.res_company_2,Regular,Global Standard Petroleum Ltd,At Date,__export__.account_account_4580000
__export__.account_account_440000,account.data_account_type_view,1030000,__export__.res_company_2,View,Current,At Date,__export__.account_account_30000
__export__.account_account_450000,account.account_type_asset_view1,1031000,__export__.res_company_2,View,Inventory/Stocks,At Date,__export__.account_account_440000
__export__.account_account_460000,account.data_account_type_view,1031100,__export__.res_company_2,View,Goods in Stock,At Date,__export__.account_account_450000
__export__.account_account_470000,account.data_account_type_asset,1031101,__export__.res_company_2,Regular,Crude Oil ,At Date,__export__.account_account_460000
__export__.account_account_480000,account.data_account_type_asset,1031102,__export__.res_company_2,Regular,Gas Oil,At Date,__export__.account_account_460000
__export__.account_account_490000,account.data_account_type_asset,1031103,__export__.res_company_2,Regular,LIGHT GASOLINE ,At Date,__export__.account_account_460000
__export__.account_account_500000,account.data_account_type_asset,1031104,__export__.res_company_2,Regular,Gasoline,At Date,__export__.account_account_460000
__export__.account_account_510000,account.data_account_type_asset,1031105,__export__.res_company_2,Regular,NAPHTHA ,At Date,__export__.account_account_460000
__export__.account_account_520000,account.data_account_type_asset,1031106,__export__.res_company_2,Regular,LPG ,At Date,__export__.account_account_460000
__export__.account_account_530000,account.data_account_type_asset,1031107,__export__.res_company_2,Regular,DPK,At Date,__export__.account_account_460000
__export__.account_account_540000,account.data_account_type_asset,1031108,__export__.res_company_2,Regular,PREMIX ,At Date,__export__.account_account_460000
__export__.account_account_550000,account.data_account_type_asset,1031109,__export__.res_company_2,Regular,RESIDUAL FUEL OIL ,At Date,__export__.account_account_460000
__export__.account_account_560000,account.data_account_type_asset,1031110,__export__.res_company_2,Regular,Kerosene ,At Date,__export__.account_account_460000
__export__.account_account_570000,account.data_account_type_asset,1031111,__export__.res_company_2,Regular,Additives ,At Date,__export__.account_account_460000
__export__.account_account_580000,account.data_account_type_asset,1031112,__export__.res_company_2,Regular,Dyes ,At Date,__export__.account_account_460000
__export__.account_account_590000,account.data_account_type_asset,1031113,__export__.res_company_2,Regular,Consumables,At Date,__export__.account_account_460000
__export__.account_account_600000,account.data_account_type_view,1031200,__export__.res_company_2,View,Goods in Transit,At Date,__export__.account_account_450000
__export__.account_account_610000,account.data_account_type_asset,1031201,__export__.res_company_2,Regular,Crude Oil ,At Date,__export__.account_account_600000
__export__.account_account_620000,account.data_account_type_asset,1031202,__export__.res_company_2,Regular,Gas Oil,At Date,__export__.account_account_600000
__export__.account_account_630000,account.data_account_type_asset,1031203,__export__.res_company_2,Regular,LIGHT GASOLINE ,At Date,__export__.account_account_600000
__export__.account_account_640000,account.data_account_type_asset,1031204,__export__.res_company_2,Regular,Gasoline,At Date,__export__.account_account_600000
__export__.account_account_650000,account.data_account_type_asset,1031205,__export__.res_company_2,Regular,NAPHTHA ,At Date,__export__.account_account_600000
__export__.account_account_660000,account.data_account_type_asset,1031206,__export__.res_company_2,Regular,LPG ,At Date,__export__.account_account_600000
__export__.account_account_670000,account.data_account_type_asset,1031207,__export__.res_company_2,Regular,DPK,At Date,__export__.account_account_600000
__export__.account_account_680000,account.data_account_type_asset,1031208,__export__.res_company_2,Regular,PREMIX ,At Date,__export__.account_account_600000
__export__.account_account_690000,account.data_account_type_asset,1031209,__export__.res_company_2,Regular,RESIDUAL FUEL OIL ,At Date,__export__.account_account_600000
__export__.account_account_700000,account.data_account_type_asset,1031210,__export__.res_company_2,Regular,Kerosene ,At Date,__export__.account_account_600000
__export__.account_account_710000,account.data_account_type_asset,1031211,__export__.res_company_2,Regular,Additives ,At Date,__export__.account_account_600000
__export__.account_account_720000,account.data_account_type_asset,1031212,__export__.res_company_2,Regular,Dyes ,At Date,__export__.account_account_600000
__export__.account_account_730000,account.data_account_type_asset,1031213,__export__.res_company_2,Regular,Consumables,At Date,__export__.account_account_600000
__export__.account_account_740000,account.data_account_type_view,1032000,__export__.res_company_2,View,Accounts Receivables,At Date,__export__.account_account_440000
__export__.account_account_750000,account.data_account_type_view,1032100,__export__.res_company_2,View,Product Receivables,At Date,__export__.account_account_740000
__export__.account_account_760000,account.data_account_type_receivable,1032101,__export__.res_company_2,Receivable,Product Receivables -MGO/GBS ,At Date,__export__.account_account_750000
__export__.account_account_870000,account.data_account_type_receivable,1032110,__export__.res_company_2,Receivable,Product Receivables-LPG ,At Date,__export__.account_account_750000
__export__.account_account_770000,account.data_account_type_receivable,1032102,__export__.res_company_2,Receivable,Product Receivables-AGO Mines ,At Date,__export__.account_account_750000
__export__.account_account_780000,account.data_account_type_receivable,1032103,__export__.res_company_2,Receivable,Product Receivables-Crude ,At Date,__export__.account_account_750000
__export__.account_account_790000,account.data_account_type_receivable,1032104,__export__.res_company_2,Receivable,Product Receivables -RFO ,At Date,__export__.account_account_750000
__export__.account_account_800000,account.data_account_type_receivable,1032105,__export__.res_company_2,Receivable,Product Receivables-AGO ,At Date,__export__.account_account_750000
__export__.account_account_810000,account.data_account_type_receivable,1032106,__export__.res_company_2,Receivable,Product Receivables -KERO ,At Date,__export__.account_account_750000
__export__.account_account_820000,account.data_account_type_receivable,1032107,__export__.res_company_2,Receivable,Product Receivables -ATK,At Date,__export__.account_account_750000
__export__.account_account_830000,account.data_account_type_receivable,1032108,__export__.res_company_2,Receivable,Product Receivables-Gasoline,At Date,__export__.account_account_750000
__export__.account_account_840000,account.data_account_type_receivable,1032109,__export__.res_company_2,Receivable,Product Receivables-PREMIX ,At Date,__export__.account_account_750000
__export__.account_account_880000,account.data_account_type_receivable,1032111,__export__.res_company_2,Receivable,Product Receivables-NAPHTHA ,At Date,__export__.account_account_750000
__export__.account_account_3550000,account.data_account_type_bank,1032112,__export__.res_company_2,Regular,customer reserves,At Date,__export__.account_account_750000
__export__.account_account_890000,account.data_account_type_receivable,1032200,__export__.res_company_2,Receivable,NPA Receivables ,At Date,__export__.account_account_740000
__export__.account_account_4030000,account.data_account_type_receivable,1032200.1,__export__.res_company_2,Receivable,NPA Receivables- Forex Loss ,At Date,__export__.account_account_740000
__export__.account_account_2640000,account.data_account_type_receivable,1032201,__export__.res_company_2,Receivable,NPA Receivables - Emergency Cargo,At Date,__export__.account_account_740000
__export__.account_account_4590000,account.data_account_type_receivable,1032203,__export__.res_company_2,Regular,Real Value PSM,At Date,__export__.account_account_740000
__export__.account_account_900000,account.data_account_type_receivable,1032300,__export__.res_company_2,Regular,Staff Receivables,At Date,__export__.account_account_740000
__export__.account_account_910000,account.data_account_type_receivable,1032400,__export__.res_company_2,Regular,Other Receivables,At Date,__export__.account_account_740000
__export__.account_account_3600000,account.data_account_type_receivable,10324001,__export__.res_company_2,Regular,GT Bank Receivables,At Date,__export__.account_account_740000
__export__.account_account_3610000,account.data_account_type_receivable,10324002,__export__.res_company_2,Regular,Access Bank Receivables,At Date,__export__.account_account_740000
__export__.account_account_3620000,account.data_account_type_receivable,10324003,__export__.res_company_2,Regular,UT Bank Receivables,At Date,__export__.account_account_740000
__export__.account_account_3630000,account.data_account_type_receivable,10324004,__export__.res_company_2,Regular,Zenith Bank Receivables,At Date,__export__.account_account_740000
__export__.account_account_3640000,account.data_account_type_receivable,10324005,__export__.res_company_2,Regular,Ecobank Bank Receivables,At Date,__export__.account_account_740000
__export__.account_account_4340000,account.data_account_type_receivable,10324005.1,__export__.res_company_2,Regular,Ecobank Bank Retirement A/C,At Date,__export__.account_account_740000
__export__.account_account_3650000,account.data_account_type_receivable,10324006,__export__.res_company_2,Regular,Cal Bank Receivables,At Date,__export__.account_account_740000
__export__.account_account_3660000,account.data_account_type_receivable,10324007,__export__.res_company_2,Regular,FAB Receivables,At Date,__export__.account_account_740000
__export__.account_account_3910000,account.data_account_type_receivable,10324008,__export__.res_company_2,Regular,HFC Receivables,At Date,__export__.account_account_740000
__export__.account_account_3930000,account.data_account_type_receivable,10324009,__export__.res_company_2,Regular,UNIBANK Receivables,At Date,__export__.account_account_740000
__export__.account_account_3940000,account.data_account_type_receivable,10324010,__export__.res_company_2,Regular,SG-SSB Receivables,At Date,__export__.account_account_740000
__export__.account_account_4150000,account.data_account_type_receivable,10324011,__export__.res_company_2,Regular,SCB Receivables,At Date,__export__.account_account_740000
__export__.account_account_3880000,account.data_account_type_receivable,10325009,__export__.res_company_2,Regular,Vihama Energy Receivables,At Date,__export__.account_account_740000
__export__.account_account_3890000,account.data_account_type_receivable,10325010,__export__.res_company_2,Regular,OMCs Taxes Receivables,At Date,__export__.account_account_740000
__export__.account_account_3350000,account.data_account_type_asset,10340001,__export__.res_company_2,Regular,Staff Debtors,At Date,__export__.account_account_740000
__export__.account_account_1810000,account.data_account_type_cash,1035003,__export__.res_company_2,Regular,Quantum Terminals,At Date,__export__.account_account_740000
__export__.account_account_3110000,account.data_account_type_receivable,1035004,__export__.res_company_2,Regular,Quantum Group,At Date,__export__.account_account_740000
__export__.account_account_3270000,account.data_account_type_receivable,1035005,__export__.res_company_2,Regular,Cardinal Petroleum Ltd,At Date,__export__.account_account_740000
__export__.account_account_3670000,account.data_account_type_receivable,1035007,__export__.res_company_2,Regular,Cardinal Petroleum Ltd - Investment,At Date,__export__.account_account_740000
__export__.account_account_3280000,account.data_account_type_receivable,1035006,__export__.res_company_2,Regular,Aspen Petroleum Ghana Ltd,At Date,__export__.account_account_740000
__export__.account_account_3840000,account.data_account_type_receivable,1035008,__export__.res_company_2,Regular,Tax Asset,At Date,__export__.account_account_740000
__export__.account_account_3120000,account.data_account_type_asset,1035009,__export__.res_company_2,Regular,Sunberry Ghana Ltd,At Date,__export__.account_account_740000
__export__.account_account_4600000,account.data_account_type_receivable,1036000,__export__.res_company_2,View,Trade & Interest Surcharge Account,At Date,__export__.account_account_740000
__export__.account_account_4610000,account.data_account_type_receivable,1036001,__export__.res_company_2,Regular,TOR Crude Receivable,At Date,__export__.account_account_4600000
__export__.account_account_4620000,account.data_account_type_receivable,1036002,__export__.res_company_2,Regular,UBI Product Receivable,At Date,__export__.account_account_4600000
__export__.account_account_4630000,account.data_account_type_receivable,1036003,__export__.res_company_2,Regular,Havilah Product Receivable,At Date,__export__.account_account_4600000
__export__.account_account_4650000,account.data_account_type_receivable,1036004,__export__.res_company_2,Regular,Glory Oil TOR Set Off,At Date,__export__.account_account_4600000
__export__.account_account_920000,account.data_account_type_receivable,1033000,__export__.res_company_2,Regular,Prepayment,At Date,__export__.account_account_440000
__export__.account_account_930000,account.data_account_type_view,1034000,__export__.res_company_2,View,Bank Balances,At Date,__export__.account_account_440000
__export__.account_account_940000,account.data_account_type_view,1034010,__export__.res_company_2,View,Zenith Bank Ghana Limited,At Date,__export__.account_account_930000
__export__.account_account_950000,account.data_account_type_bank,1034011,__export__.res_company_2,Regular,Zenith 6010133912-GHC ,At Date,__export__.account_account_940000
__export__.account_account_960000,account.data_account_type_bank,1034012,__export__.res_company_2,Regular,Zenith 6040118555(On-Shore) ,At Date,__export__.account_account_940000
__export__.account_account_970000,account.data_account_type_bank,1034013,__export__.res_company_2,Regular,Zenith 4050109441(Off-Shore) ,At Date,__export__.account_account_940000
__export__.account_account_980000,account.data_account_type_bank,1034014,__export__.res_company_2,Regular,Zenith Trading 4050110288(Off-Shore) ,At Date,__export__.account_account_940000
__export__.account_account_990000,account.data_account_type_bank,1034015,__export__.res_company_2,Regular,Zenith Trading 6040120045 (On-Shore) ,At Date,__export__.account_account_940000
__export__.account_account_1000000,account.data_account_type_bank,1034016,__export__.res_company_2,Regular,Zenith Trading 601035184 GHC ,At Date,__export__.account_account_940000
__export__.account_account_1010000,account.data_account_type_bank,1034017,__export__.res_company_2,Regular,Zenith Escrow 707010042 GHC ,At Date,__export__.account_account_940000
__export__.account_account_1020000,account.data_account_type_bank,1034018,__export__.res_company_2,Regular,Zenith Suspense GHS,At Date,__export__.account_account_940000
__export__.account_account_1030000,account.data_account_type_bank,1034019,__export__.res_company_2,Regular,Zenith Suspense USD ,At Date,__export__.account_account_940000
__export__.account_account_3480000,account.data_account_type_view,1034070,__export__.res_company_2,View,SG - SSB,At Date,__export__.account_account_930000
__export__.account_account_3390000,account.data_account_type_bank,1034071,__export__.res_company_2,Regular,SG SSB  60000147513-GHC ,At Date,__export__.account_account_3480000
__export__.account_account_4240000,account.data_account_type_bank,1034072,__export__.res_company_2,Regular,SG-SSB Bank 60000147516-7 USD,At Date,__export__.account_account_3480000
__export__.account_account_1040000,account.data_account_type_view,1034020,__export__.res_company_2,View,Eco-bank Ghana Limited,At Date,__export__.account_account_930000
__export__.account_account_1050000,account.data_account_type_bank,1034021,__export__.res_company_2,Regular,Ecobank Cedi Escrow 0010014427764302 ,At Date,__export__.account_account_1040000
__export__.account_account_1060000,account.data_account_type_bank,1034022,__export__.res_company_2,Regular,Ecobank Ghana 0010014427764301 ,At Date,__export__.account_account_1040000
__export__.account_account_1070000,account.data_account_type_bank,1034023,__export__.res_company_2,Regular,Ecobank 0011014427764301 (Off-Shore) ,At Date,__export__.account_account_1040000
__export__.account_account_1080000,account.data_account_type_bank,1034024,__export__.res_company_2,Regular,Ecobank 0012014427764301 (On-Shore) ,At Date,__export__.account_account_1040000
__export__.account_account_1090000,account.data_account_type_bank,1034025,__export__.res_company_2,Regular,Ecobank LC Memo Account (USD),At Date,__export__.account_account_1040000
__export__.account_account_1100000,account.data_account_type_bank,1034026,__export__.res_company_2,Regular,Ecobank USD Escrow 0012014427764302 ,At Date,__export__.account_account_1040000
__export__.account_account_1110000,account.data_account_type_bank,1034027,__export__.res_company_2,Regular,Ecobank Suspense GHS,At Date,__export__.account_account_1040000
__export__.account_account_1120000,account.data_account_type_bank,1034028,__export__.res_company_2,Regular,Ecobank Suspense USD,At Date,__export__.account_account_1040000
__export__.account_account_1130000,account.data_account_type_view,1034030,__export__.res_company_2,View,Standard Chartered bank Ghana Limited,At Date,__export__.account_account_930000
__export__.account_account_1140000,account.data_account_type_bank,1034031,__export__.res_company_2,Regular,SCB 0100104086400-GHC ,At Date,__export__.account_account_1130000
__export__.account_account_3570000,account.data_account_type_bank,1034036,__export__.res_company_2,Regular,SCB 0140004086400-CALL ACCOUNT ,At Date,__export__.account_account_1130000
__export__.account_account_1150000,account.data_account_type_bank,1034032,__export__.res_company_2,Regular,SCB 8700204086400-OFF SHORE USD ,At Date,__export__.account_account_1130000
__export__.account_account_1160000,account.data_account_type_bank,1034033,__export__.res_company_2,Regular,SCB 8701504086400-LOCAL USD ,At Date,__export__.account_account_1130000
__export__.account_account_1170000,account.data_account_type_bank,1034034,__export__.res_company_2,Regular,SCB Suspense GHS,At Date,__export__.account_account_1130000
__export__.account_account_1180000,account.data_account_type_bank,1034035,__export__.res_company_2,Regular,SCB Suspense USD,At Date,__export__.account_account_1130000
__export__.account_account_1190000,account.data_account_type_view,1034040,__export__.res_company_2,View,Barclays Bank Ghana Limited,At Date,__export__.account_account_930000
__export__.account_account_1200000,account.data_account_type_bank,1034041,__export__.res_company_2,Regular,Barclays Bank GHC- 048/1091357 ,At Date,__export__.account_account_1190000
__export__.account_account_1210000,account.data_account_type_bank,1034042,__export__.res_company_2,Regular,Barclays Bank USD FOREIGN ACCOUNT- 064/1268569 ,At Date,__export__.account_account_1190000
__export__.account_account_1220000,account.data_account_type_bank,1034043,__export__.res_company_2,Regular,Barclays Bank Suspense GHS,At Date,__export__.account_account_1190000
__export__.account_account_1230000,account.data_account_type_bank,1034044,__export__.res_company_2,Regular,Barclays Bank Suspense USD,At Date,__export__.account_account_1190000
__export__.account_account_1240000,account.data_account_type_view,1034050,__export__.res_company_2,View,Guaranty Trust Bank Ghana Limited,At Date,__export__.account_account_930000
__export__.account_account_1250000,account.data_account_type_bank,1034051,__export__.res_company_2,Regular,G T Bank 201105343110-GHC ,At Date,__export__.account_account_1240000
__export__.account_account_1260000,account.data_account_type_bank,1034052,__export__.res_company_2,Regular,G T Bank 201105343230 (Offshore USD) ,At Date,__export__.account_account_1240000
__export__.account_account_1270000,account.data_account_type_bank,1034053,__export__.res_company_2,Regular,G T Bank 201105343220 (Local USD) ,At Date,__export__.account_account_1240000
__export__.account_account_1280000,account.data_account_type_bank,1034054,__export__.res_company_2,Regular,G T Bank 201105343111 GHC-UBI ,At Date,__export__.account_account_1240000
__export__.account_account_1290000,account.data_account_type_bank,1034055,__export__.res_company_2,Regular,G T Bank Fixed Deposit Account ,At Date,__export__.account_account_1240000
__export__.account_account_1300000,account.data_account_type_bank,1034056,__export__.res_company_2,Regular,G T Bank Call Dep. Account ,At Date,__export__.account_account_1240000
__export__.account_account_1310000,account.data_account_type_bank,1034057,__export__.res_company_2,Regular,GT Suspense GHS,At Date,__export__.account_account_1240000
__export__.account_account_1320000,account.data_account_type_bank,1034058,__export__.res_company_2,Regular,GT Suspense USD,At Date,__export__.account_account_1240000
__export__.account_account_1330000,account.data_account_type_view,1034060,__export__.res_company_2,View,HFC Bank Account,At Date,__export__.account_account_930000
__export__.account_account_1340000,account.data_account_type_bank,1034061,__export__.res_company_2,Regular,HFC Current Account-21115911012 GHC ,At Date,__export__.account_account_1330000
__export__.account_account_1350000,account.data_account_type_bank,1034062,__export__.res_company_2,Regular,HFC CALL - 21115916014,At Date,__export__.account_account_1330000
__export__.account_account_1360000,account.data_account_type_bank,1034063,__export__.res_company_2,Regular,HFC $ - 016111591107,At Date,__export__.account_account_1330000
__export__.account_account_1370000,account.data_account_type_bank,1034064,__export__.res_company_2,Regular,Trust Bank- LOCAL USD ,At Date,__export__.account_account_1330000
__export__.account_account_1400000,account.data_account_type_bank,1034067,__export__.res_company_2,Regular,HFC Suspense GHS,At Date,__export__.account_account_1330000
__export__.account_account_1410000,account.data_account_type_bank,1034068,__export__.res_company_2,Regular,HFC Suspense USD,At Date,__export__.account_account_1330000
__export__.account_account_1500000,account.data_account_type_view,1034080,__export__.res_company_2,View,Access Bank Ghana Limited,At Date,__export__.account_account_930000
__export__.account_account_1510000,account.data_account_type_bank,1034081,__export__.res_company_2,Regular,Access Bank-GHC -0090101291251,At Date,__export__.account_account_1500000
__export__.account_account_4360000,account.data_account_type_bank,1034081.1,__export__.res_company_2,Regular,Access Bank-GHC -0090101291252,At Date,__export__.account_account_1500000
__export__.account_account_3330000,account.data_account_type_bank,1034086,__export__.res_company_2,Regular,Access Bank- Call Deposit GHC -0091711291251,At Date,__export__.account_account_1500000
__export__.account_account_1520000,account.data_account_type_bank,1034082,__export__.res_company_2,Regular,Access Bank-Offshore Dollar -0091281291251,At Date,__export__.account_account_1500000
__export__.account_account_1530000,account.data_account_type_bank,1034083,__export__.res_company_2,Regular,Access Bank-Local Dollar - 0091011291251,At Date,__export__.account_account_1500000
__export__.account_account_1540000,account.data_account_type_bank,1034084,__export__.res_company_2,Regular,ACCESS Bank Suspense GHS,At Date,__export__.account_account_1500000
__export__.account_account_1550000,account.data_account_type_bank,1034085,__export__.res_company_2,Regular,ACCESS Bank LC Memo -0091841291251 ,At Date,__export__.account_account_1500000
__export__.account_account_1560000,account.data_account_type_view,1034090,__export__.res_company_2,View,UT Bank Ghana Limited,At Date,__export__.account_account_930000
__export__.account_account_1570000,account.data_account_type_bank,1034091,__export__.res_company_2,Regular,UT Bank -USD 0101301000694 ,At Date,__export__.account_account_1560000
__export__.account_account_1580000,account.data_account_type_bank,1034092,__export__.res_company_2,Regular,UT Bank -USD 0101201000695 ,At Date,__export__.account_account_1560000
__export__.account_account_1590000,account.data_account_type_bank,1034093,__export__.res_company_2,Regular,UT Bank -GHC 0101100000693 ,At Date,__export__.account_account_1560000
__export__.account_account_1600000,account.data_account_type_bank,1034094,__export__.res_company_2,Regular,UT Bank Suspense GHS,At Date,__export__.account_account_1560000
__export__.account_account_1610000,account.data_account_type_bank,1034095,__export__.res_company_2,Regular,UT Bank Suspense USD,At Date,__export__.account_account_1560000
__export__.account_account_1620000,account.data_account_type_view,1034100,__export__.res_company_2,View,Cal Bank Ghana Limited,At Date,__export__.account_account_930000
__export__.account_account_1630000,account.data_account_type_bank,1034101,__export__.res_company_2,Regular,CAL GHS ,At Date,__export__.account_account_1620000
__export__.account_account_1640000,account.data_account_type_bank,1034102,__export__.res_company_2,Regular,CAL USD LOCAL,At Date,__export__.account_account_1620000
__export__.account_account_1650000,account.data_account_type_bank,1034103,__export__.res_company_2,Regular,CAL USD OFFSHORE,At Date,__export__.account_account_1620000
__export__.account_account_1660000,account.data_account_type_bank,1034104,__export__.res_company_2,Regular,CAL Suspense GHS,At Date,__export__.account_account_1620000
__export__.account_account_1670000,account.data_account_type_bank,1034105,__export__.res_company_2,Regular,CAL Suspense USD,At Date,__export__.account_account_1620000
__export__.account_account_1680000,account.data_account_type_view,1034110,__export__.res_company_2,View,Bank of Africa,At Date,__export__.account_account_930000
__export__.account_account_1690000,account.data_account_type_bank,1034111,__export__.res_company_2,Regular,BOA 001110803-GHC ,At Date,__export__.account_account_1680000
