"id","name","location_id","usage"
"loc_palet_d5","Palet D5","Physical Locations / BB / Stock / Gudang Bahan Kemas / Gudang Corbox","Internal Location"
"loc_palet_d6","Palet D6","Physical Locations / BB / Stock / Gudang Bahan Kemas / Gudang Corbox","Internal Location"
"loc_palet_d7","Palet D7","Physical Locations / BB / Stock / Gudang Bahan Kemas / Gudang Corbox","Internal Location"
"loc_area_penimbangan","Area Penimbangan","Physical Locations / BB / Stock","Internal Location"
"loc_rak_a1","Rak A1","Physical Locations / BB / Stock / Area Penimbangan","Internal Location"
"loc_rak_b1","Rak B1","Physical Locations / BB / Stock / Area Penimbangan","Internal Location"
"loc_rak_b2","Rak B2","Physical Locations / BB / Stock / Area Penimbangan","Internal Location"
"loc_rak_c1","Rak C1","Physical Locations / BB / Stock / Area Penimbangan","Internal Location"
"loc_gudang_obat_jadi_pusat","Gudang Obat Jadi Pusat","Physical Locations / BB / Stock","Internal Location"
"loc_blok_a_45_palet","Blok A 45 Palet","Physical Locations / BB / Stock / Gudang Obat Jadi Pusat","Internal Location"
"loc_blok_b_32_palet","Blok B 32 Palet","Physical Locations / BB / Stock / Gudang Obat Jadi Pusat","Internal Location"
"loc_area_terkondisikan_1","Area Terkondisikan 1","Physical Locations / BB / Stock / Gudang Obat Jadi Pusat","Internal Location"
"loc_blok_a_3_palet","Blok A 3 Palet","Physical Locations / BB / Stock / Gudang Obat Jadi Pusat / Area Terkondisikan 1","Internal Location"
"loc_blok_b_3_palet","Blok B 3 Palet","Physical Locations / BB / Stock / Gudang Obat Jadi Pusat / Area Terkondisikan 1","Internal Location"
"loc_blok_c_3_palet","Blok C 3 Palet","Physical Locations / BB / Stock / Gudang Obat Jadi Pusat / Area Terkondisikan 1","Internal Location"
"loc_blok_d_3_palet","Blok D 3 Palet","Physical Locations / BB / Stock / Gudang Obat Jadi Pusat / Area Terkondisikan 1","Internal Location"
"loc_blok_e_3_palet","Blok E 3 Palet","Physical Locations / BB / Stock / Gudang Obat Jadi Pusat / Area Terkondisikan 1","Internal Location"
"loc_blok_f_5_palet","Blok F 5 Palet","Physical Locations / BB / Stock / Gudang Obat Jadi Pusat / Area Terkondisikan 1","Internal Location"
"loc_area_terkondisikan_2","Area Terkondisikan 2","Physical Locations / BB / Stock / Gudang Obat Jadi Pusat","Internal Location"
"loc_blok_a_4_palet","Blok A 4 Palet","Physical Locations / BB / Stock / Gudang Obat Jadi Pusat / Area Terkondisikan 2","Internal Location"
"loc_blok_b_4_palet","Blok B 4 Palet","Physical Locations / BB / Stock / Gudang Obat Jadi Pusat / Area Terkondisikan 2","Internal Location"
"loc__blok_c_4_palet"," Blok C 4 Palet","Physical Locations / BB / Stock / Gudang Obat Jadi Pusat / Area Terkondisikan 2","Internal Location"
"loc_blok_d_4_palet","Blok D 4 Palet","Physical Locations / BB / Stock / Gudang Obat Jadi Pusat / Area Terkondisikan 2","Internal Location"
"loc_blok_e_2_palet","Blok E 2 Palet","Physical Locations / BB / Stock / Gudang Obat Jadi Pusat / Area Terkondisikan 2","Internal Location"
"loc_blok_f_2_blok","Blok F 2 Blok","Physical Locations / BB / Stock / Gudang Obat Jadi Pusat / Area Terkondisikan 2","Internal Location"
