"id","bom_id","product_id","product_uom","product_qty","component_type"
"bom_line_1150","Tetracycline 250 mg Pot 1000","LBK010","Pcs",6,"kemas_sekunder"
"bom_line_1151","Tetracycline 250 mg Pot 1000","CPB001","Roll",0.1,"kemas_sekunder"
"bom_line_1152","Zentropil 30 mg Pot 250","APS001","kg",3,"raw_material"
"bom_line_1153","Zentropil 30 mg Pot 250","BMC001","kg",10,"raw_material"
"bom_line_1154","Zentropil 30 mg Pot 250","BSS002","kg",3.5,"raw_material"
"bom_line_1155","Zentropil 30 mg Pot 250","BMS001","kg",0.8,"raw_material"
"bom_line_1156","Zentropil 30 mg Pot 250","BSL001","kg",4.7,"raw_material"
"bom_line_1157","Zentropil 30 mg Pot 250","BCN021","Pcs",100000,"raw_material"
"bom_line_1158","Zentropil 30 mg Pot 250","LBK009","Pcs",400,"kemas_primer"
"bom_line_1159","Zentropil 30 mg Pot 250","CSG001","kg",0.12,"kemas_primer"
"bom_line_1160","Zentropil 30 mg Pot 250","CBO022","Pcs",400,"kemas_primer"
"bom_line_1161","Zentropil 30 mg Pot 250","CET115","Pcs",400,"kemas_sekunder"
"bom_line_1162","Zentropil 30 mg Pot 250","CBR106","Pcs",400,"kemas_sekunder"
"bom_line_1163","Zentropil 30 mg Pot 250","CSH019","Pcs",4,"kemas_sekunder"
"bom_line_1164","Zentropil 30 mg Pot 250","LBK010","Pcs",8,"kemas_sekunder"
"bom_line_1165","Zentropil 30 mg Pot 250","CPB001","Roll",0.2,"kemas_sekunder"
"bom_line_1166","Aminophylline  10 ml @ 30","AAA001","kg",2.424,"raw_material"
"bom_line_1167","Aminophylline  10 ml @ 30","BSC001","kg",0.47,"raw_material"
"bom_line_1168","Aminophylline  10 ml @ 30","AET001","Liter(s)",0.17,"raw_material"
"bom_line_1169","Aminophylline  10 ml @ 30","BWF001","Liter(s)",0.2,"raw_material"
"bom_line_1170","Aminophylline  10 ml @ 30","CAM005","Pcs",9600,"kemas_primer"
"bom_line_1171","Aminophylline  10 ml @ 30","CET006","Pcs",9842,"kemas_sekunder"
"bom_line_1172","Aminophylline  10 ml @ 30","CIN005","Pcs",319,"kemas_sekunder"
"bom_line_1173","Aminophylline  10 ml @ 30","CIN005","Pcs",319,"kemas_sekunder"
"bom_line_1174","Aminophylline  10 ml @ 30","CRA003","Set",318,"kemas_sekunder"
"bom_line_1175","Aminophylline  10 ml @ 30","CBR001","Pcs",319,"kemas_sekunder"
"bom_line_1176","Aminophylline  10 ml @ 30","LBK020","Pcs",318,"kemas_sekunder"
"bom_line_1177","Aminophylline  10 ml @ 30","CSH016","Pcs",7,"kemas_sekunder"
"bom_line_1178","Aminophylline  10 ml @ 30","LBK010","Pcs",21,"kemas_sekunder"
"bom_line_1179","Aminophylline  10 ml @ 30","CCT001","Roll",0.2,"kemas_sekunder"
"bom_line_1180","Aminophylline  10 ml @ 30","CPB001","Roll",0.4,"kemas_sekunder"
"bom_line_1181","Antalgin 250 mg 10 ml","AMS002","kg",26.5,"raw_material"
"bom_line_1182","Antalgin 250 mg 10 ml","BSF001","kg",0.4,"raw_material"
"bom_line_1183","Antalgin 250 mg 10 ml","BPH001","kg",0.5,"raw_material"
"bom_line_1184","Antalgin 250 mg 10 ml","BHA001","ml",450,"raw_material"
"bom_line_1185","Antalgin 250 mg 10 ml","BWF001","Liter(s)",100,"raw_material"
"bom_line_1186","Antalgin 250 mg 10 ml","CVI002","Pcs",9500,"kemas_primer"
"bom_line_1187","Antalgin 250 mg 10 ml","CRS001","Pcs",9500,"kemas_primer"
"bom_line_1188","Antalgin 250 mg 10 ml","CDO001","Pcs",9500,"kemas_primer"
"bom_line_1189","Antalgin 250 mg 10 ml","CET010","Pcs",10475,"kemas_sekunder"
"bom_line_1190","Antalgin 250 mg 10 ml","CIN010","Pcs",952,"kemas_sekunder"
"bom_line_1191","Antalgin 250 mg 10 ml","CRA008","Set",952,"kemas_sekunder"
"bom_line_1192","Antalgin 250 mg 10 ml","CBR006","Pcs",952,"kemas_sekunder"
"bom_line_1193","Antalgin 250 mg 10 ml","CSH005","Pcs",32,"kemas_sekunder"
"bom_line_1194","Antalgin 250 mg 10 ml","LBK010","Pcs",95,"kemas_sekunder"
"bom_line_1195","Antalgin 250 mg 10 ml","CPB001","Roll",0.5,"kemas_sekunder"
"bom_line_1196","Antalgin 250 mg 10 ml","CCT001","Roll",0.4,"kemas_sekunder"
"bom_line_1197","Antalgin 250 mg/ml 2 ml @ 30","AMS002","kg",26.5,"raw_material"
"bom_line_1198","Antalgin 250 mg/ml 2 ml @ 30","BSF001","kg",0.4,"raw_material"
"bom_line_1199","Antalgin 250 mg/ml 2 ml @ 30","BBA001","Liter(s)",0.25,"raw_material"
"bom_line_1200","Antalgin 250 mg/ml 2 ml @ 30","BWF001","Liter(s)",100,"raw_material"
"bom_line_1201","Antalgin 250 mg/ml 2 ml @ 30","CAM007","Pcs",47385,"kemas_primer"
"bom_line_1202","Antalgin 250 mg/ml 2 ml @ 30","CET011","Pcs",1551,"kemas_sekunder"
"bom_line_1203","Antalgin 250 mg/ml 2 ml @ 30","CIN011","Pcs",1551,"kemas_sekunder"
"bom_line_1204","Antalgin 250 mg/ml 2 ml @ 30","CRA002","Set",1550,"kemas_sekunder"
"bom_line_1205","Antalgin 250 mg/ml 2 ml @ 30","CBR006","Pcs",1551,"kemas_sekunder"
"bom_line_1206","Antalgin 250 mg/ml 2 ml @ 30","CSH018","Pcs",20,"kemas_sekunder"
"bom_line_1207","Antalgin 250 mg/ml 2 ml @ 30","LBK010","Pcs",40,"kemas_sekunder"
"bom_line_1208","Antalgin 250 mg/ml 2 ml @ 30","CCT001","Roll",1,"kemas_sekunder"
"bom_line_1209","Antalgin 250 mg/ml 2 ml @ 30","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1210","Calcii chlorid  10 ml Ampul","ACC001","kg",5,"raw_material"
"bom_line_1211","Calcii chlorid  10 ml Ampul","BWF001","Liter(s)",50,"raw_material"
"bom_line_1212","Calcii chlorid  10 ml Ampul","CAM005","Pcs",4800,"kemas_primer"
"bom_line_1213","Calcii chlorid  10 ml Ampul","CET017","Pcs",4858,"kemas_sekunder"
"bom_line_1214","Calcii chlorid  10 ml Ampul","CIN013","Pcs",97,"kemas_sekunder"
"bom_line_1215","Calcii chlorid  10 ml Ampul","CRA004","Set",96,"kemas_sekunder"
"bom_line_1216","Calcii chlorid  10 ml Ampul","LBK018","Pcs",96,"kemas_sekunder"
"bom_line_1217","Calcii chlorid  10 ml Ampul","CBR009","Pcs",97,"kemas_sekunder"
"bom_line_1218","Calcii chlorid  10 ml Ampul","CSH032","Pcs",3,"kemas_sekunder"
"bom_line_1219","Calcii chlorid  10 ml Ampul","LBK010","Pcs",7,"kemas_sekunder"
"bom_line_1220","Calcii chlorid  10 ml Ampul","CCT001","Roll",0.1,"kemas_sekunder"
"bom_line_1221","Calcii chlorid  10 ml Ampul","CPB001","Roll",0.1,"kemas_sekunder"
"bom_line_1222","Camidexon 5 mg/ml 1 ml Ampul","ADS001","kg",0.26,"raw_material"
"bom_line_1223","Camidexon 5 mg/ml 1 ml Ampul","BSD003","kg",0.05,"raw_material"
"bom_line_1224","Camidexon 5 mg/ml 1 ml Ampul","BSC001","kg",0.62,"raw_material"
"bom_line_1225","Camidexon 5 mg/ml 1 ml Ampul","BSD001","kg",0.05,"raw_material"
"bom_line_1226","Camidexon 5 mg/ml 1 ml Ampul","BDH001","kg",0.535,"raw_material"
"bom_line_1227","Camidexon 5 mg/ml 1 ml Ampul","BWF001","Liter(s)",50,"raw_material"
"bom_line_1228","Camidexon 5 mg/ml 1 ml Ampul","CAM004","Pcs",45500,"kemas_primer"
"bom_line_1229","Camidexon 5 mg/ml 1 ml Ampul","CET074","Pcs",456,"kemas_sekunder"
"bom_line_1230","Camidexon 5 mg/ml 1 ml Ampul","CIN028","Pcs",456,"kemas_sekunder"
"bom_line_1231","Camidexon 5 mg/ml 1 ml Ampul","CRA001","Set",455,"kemas_sekunder"
"bom_line_1232","Camidexon 5 mg/ml 1 ml Ampul","CBR024","Pcs",456,"kemas_sekunder"
"bom_line_1233","Camidexon 5 mg/ml 1 ml Ampul","LBK018","Pcs",910,"kemas_sekunder"
"bom_line_1234","Camidexon 5 mg/ml 1 ml Ampul","LBK007","Pcs",38,"kemas_sekunder"
"bom_line_1235","Camidexon 5 mg/ml 1 ml Ampul","LBK010","Pcs",39,"kemas_sekunder"
"bom_line_1236","Camidexon 5 mg/ml 1 ml Ampul","CCT001","Roll",0.2,"kemas_sekunder"
"bom_line_1237","Camidexon 5 mg/ml 1 ml Ampul","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1238","Camidon 15 ml","AMS002","kg",25.25,"raw_material"
"bom_line_1239","Camidon 15 ml","AAM001","kg",5,"raw_material"
"bom_line_1240","Camidon 15 ml","ALH001","kg",1.5,"raw_material"
"bom_line_1241","Camidon 15 ml","BSF001","kg",0.4,"raw_material"
"bom_line_1242","Camidon 15 ml","BBA001","Liter(s)",0.5,"raw_material"
"bom_line_1243","Camidon 15 ml","BHA001","ml",900,"raw_material"
"bom_line_1244","Camidon 15 ml","BWF001","Liter(s)",100,"raw_material"
"bom_line_1245","Camidon 15 ml","CVI002","Pcs",6500,"kemas_primer"
"bom_line_1246","Camidon 15 ml","CRS001","Pcs",6500,"kemas_primer"
"bom_line_1247","Camidon 15 ml","CFO001","Pcs",6500,"kemas_primer"
"bom_line_1248","Camidon 15 ml","CET034","Pcs",7096,"kemas_sekunder"
"bom_line_1249","Camidon 15 ml","CIN030","Pcs",645,"kemas_sekunder"
"bom_line_1250","Camidon 15 ml","CRA008","Set",645,"kemas_sekunder"
"bom_line_1251","Camidon 15 ml","CBR025","Pcs",645,"kemas_sekunder"
"bom_line_1252","Camidon 15 ml","CSH005","Pcs",22,"kemas_sekunder"
"bom_line_1253","Camidon 15 ml","LBK010","Pcs",65,"kemas_sekunder"
"bom_line_1254","Camidon 15 ml","CPB001","Roll",0.3,"kemas_sekunder"
"bom_line_1255","Camidon 15 ml","CCT001","Roll",0.3,"kemas_sekunder"
"bom_line_1256","Camidon 10 ml","AMS002","kg",25.25,"raw_material"
"bom_line_1257","Camidon 10 ml","AAM001","kg",5,"raw_material"
"bom_line_1258","Camidon 10 ml","ALH001","kg",1.5,"raw_material"
"bom_line_1259","Camidon 10 ml","BSF001","kg",0.4,"raw_material"
"bom_line_1260","Camidon 10 ml","BBA001","Liter(s)",0.5,"raw_material"
"bom_line_1261","Camidon 10 ml","BHA001","ml",900,"raw_material"
"bom_line_1262","Camidon 10 ml","BWF001","Liter(s)",100,"raw_material"
"bom_line_1263","Camidon 10 ml","CVI002","Pcs",10000,"kemas_primer"
"bom_line_1264","Camidon 10 ml","CRS001","Pcs",10000,"kemas_primer"
"bom_line_1265","Camidon 10 ml","CFO003","Pcs",10000,"kemas_primer"
"bom_line_1266","Camidon 10 ml","CET033","Pcs",9524,"kemas_sekunder"
"bom_line_1267","Camidon 10 ml","CIN029","Pcs",954,"kemas_sekunder"
"bom_line_1268","Camidon 10 ml","CRA008","Set",953,"kemas_sekunder"
"bom_line_1269","Camidon 10 ml","CBR025","Pcs",954,"kemas_sekunder"
"bom_line_1270","Camidon 10 ml","CSH005","Pcs",32,"kemas_sekunder"
"bom_line_1271","Camidon 10 ml","LBK010","Pcs",97,"kemas_sekunder"
"bom_line_1272","Camidon 10 ml","CPB001","Roll",0.3,"kemas_sekunder"
"bom_line_1273","Camidon 10 ml","CCT001","Roll",1,"kemas_sekunder"
"bom_line_1274","Camidryl 10 mg/ml 15 ml","ADH002","kg",1,"raw_material"
"bom_line_1275","Camidryl 10 mg/ml 15 ml","BPH001","kg",0.5,"raw_material"
"bom_line_1276","Camidryl 10 mg/ml 15 ml","BWF001","Liter(s)",100,"raw_material"
"bom_line_1277","Camidryl 10 mg/ml 15 ml","CVI002","Pcs",6500,"kemas_primer"
"bom_line_1278","Camidryl 10 mg/ml 15 ml","CRS001","Pcs",6500,"kemas_primer"
"bom_line_1279","Camidryl 10 mg/ml 15 ml","CFO001","Pcs",10000,"kemas_primer"
"bom_line_1280","Camidryl 10 mg/ml 15 ml","CET037","Pcs",7097,"kemas_sekunder"
"bom_line_1281","Camidryl 10 mg/ml 15 ml","CIN033","Pcs",646,"kemas_sekunder"
"bom_line_1282","Camidryl 10 mg/ml 15 ml","CRA008","Set",646,"kemas_sekunder"
"bom_line_1283","Camidryl 10 mg/ml 15 ml","CBR027","Pcs",954,"kemas_sekunder"
"bom_line_1284","Camidryl 10 mg/ml 15 ml","CSH005","Pcs",22,"kemas_sekunder"
"bom_line_1285","Camidryl 10 mg/ml 15 ml","LBK010","Pcs",65,"kemas_sekunder"
"bom_line_1286","Camidryl 10 mg/ml 15 ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1287","Camidryl 10 mg/ml 10 ml","ADH002","kg",1,"raw_material"
"bom_line_1288","Camidryl 10 mg/ml 10 ml","BBC001","g",10,"raw_material"
"bom_line_1289","Camidryl 10 mg/ml 10 ml","BWF001","Liter(s)",100,"raw_material"
"bom_line_1290","Camidryl 10 mg/ml 10 ml","CVI002","Pcs",10000,"kemas_primer"
"bom_line_1291","Camidryl 10 mg/ml 10 ml","CRS001","Pcs",10000,"kemas_primer"
"bom_line_1292","Camidryl 10 mg/ml 10 ml","CFO001","Pcs",10000,"kemas_primer"
"bom_line_1293","Camidryl 10 mg/ml 10 ml","CET036","Pcs",9524,"kemas_sekunder"
"bom_line_1294","Camidryl 10 mg/ml 10 ml","CIN032","Pcs",954,"kemas_sekunder"
"bom_line_1295","Camidryl 10 mg/ml 10 ml","CRA008","Set",953,"kemas_sekunder"
"bom_line_1296","Camidryl 10 mg/ml 10 ml","CBR027","Pcs",954,"kemas_sekunder"
"bom_line_1297","Camidryl 10 mg/ml 10 ml","CSH005","Pcs",32,"kemas_sekunder"
"bom_line_1298","Camidryl 10 mg/ml 10 ml","LBK010","Pcs",97,"kemas_sekunder"
"bom_line_1299","Camidryl 10 mg/ml 10 ml","CCT001","Roll",0.3,"kemas_sekunder"
"bom_line_1300","Camidryl 10 mg/ml 10 ml","CPB001","Roll",1.4,"kemas_sekunder"
"bom_line_1301","Camigesik 50 mg/ml 2 ml","ATH004","kg",5,"raw_material"
"bom_line_1302","Camigesik 50 mg/ml 2 ml","BSA001","kg",0.25,"raw_material"
"bom_line_1303","Camigesik 50 mg/ml 2 ml","BWF001","Liter(s)",100,"raw_material"
"bom_line_1304","Camigesik 50 mg/ml 2 ml","CAM007","Pcs",47385,"kemas_primer"
"bom_line_1305","Camigesik 50 mg/ml 2 ml","CIN034","Pcs",4653,"kemas_sekunder"
"bom_line_1306","Camigesik 50 mg/ml 2 ml","CRO004","Set",9303,"kemas_sekunder"
"bom_line_1307","Camigesik 50 mg/ml 2 ml","CBR028","Pcs",4653,"kemas_sekunder"
"bom_line_1308","Camigesik 50 mg/ml 2 ml","LBK017","Pcs",2326,"kemas_sekunder"
"bom_line_1309","Camigesik 50 mg/ml 2 ml","CSH011","Pcs",47,"kemas_sekunder"
"bom_line_1310","Camigesik 50 mg/ml 2 ml","LBK010","Pcs",95,"kemas_sekunder"
"bom_line_1311","Camigesik 50 mg/ml 2 ml","CCT001","Roll",3,"kemas_sekunder"
"bom_line_1312","Camigesik 50 mg/ml 2 ml","CPB001","Roll",2,"kemas_sekunder"
"bom_line_1313","Chlorpromazine 5 mg/ml 2 ml","ACH001","kg",1.275,"raw_material"
"bom_line_1314","Chlorpromazine 5 mg/ml 2 ml","BSC001","kg",0.325,"raw_material"
"bom_line_1315","Chlorpromazine 5 mg/ml 2 ml","LBB001","g",50,"raw_material"
"bom_line_1316","Chlorpromazine 5 mg/ml 2 ml","BWF001","Liter(s)",50,"raw_material"
"bom_line_1317","Chlorpromazine 5 mg/ml 2 ml","CAM007","Pcs",24000,"kemas_primer"
"bom_line_1318","Chlorpromazine 5 mg/ml 2 ml","CET056","Pcs",805,"kemas_sekunder"
"bom_line_1319","Chlorpromazine 5 mg/ml 2 ml","CIN057","Pcs",785,"kemas_sekunder"
"bom_line_1320","Chlorpromazine 5 mg/ml 2 ml","CRA002","Set",785,"kemas_sekunder"
"bom_line_1321","Chlorpromazine 5 mg/ml 2 ml","CBR052","Pcs",785,"kemas_sekunder"
"bom_line_1322","Chlorpromazine 5 mg/ml 2 ml","LBK029","Pcs",20,"kemas_sekunder"
"bom_line_1323","Chlorpromazine 5 mg/ml 2 ml","LBK010","Pcs",20,"kemas_sekunder"
"bom_line_1324","Chlorpromazine 5 mg/ml 2 ml","CCT001","Roll",1,"kemas_sekunder"
"bom_line_1325","Chlorpromazine 5 mg/ml 2 ml","CPB001","Roll",0.2,"kemas_sekunder"
"bom_line_1326","Chlorpromazine 25 mg/ml 1 ml","ACH001","kg",1.275,"raw_material"
"bom_line_1327","Chlorpromazine 25 mg/ml 1 ml","BSC001","kg",0.325,"raw_material"
"bom_line_1328","Chlorpromazine 25 mg/ml 1 ml","LBB001","g",50,"raw_material"
"bom_line_1329","Chlorpromazine 25 mg/ml 1 ml","BWF001","Liter(s)",50,"raw_material"
"bom_line_1330","Chlorpromazine 25 mg/ml 1 ml","CAM002","Pcs",50000,"kemas_primer"
"bom_line_1331","Chlorpromazine 25 mg/ml 1 ml","CET055","Pcs",1553,"kemas_sekunder"
"bom_line_1332","Chlorpromazine 25 mg/ml 1 ml","CIN056","Pcs",1515,"kemas_sekunder"
"bom_line_1333","Chlorpromazine 25 mg/ml 1 ml","CRA002","Set",1515,"kemas_sekunder"
"bom_line_1334","Chlorpromazine 25 mg/ml 1 ml","CBR052","Pcs",1515,"kemas_sekunder"
"bom_line_1335","Chlorpromazine 25 mg/ml 1 ml","LBK030","Pcs",38,"kemas_sekunder"
"bom_line_1336","Chlorpromazine 25 mg/ml 1 ml","LBK010","Pcs",38,"kemas_sekunder"
"bom_line_1337","Chlorpromazine 25 mg/ml 1 ml","CCT001","Roll",0.4,"kemas_sekunder"
"bom_line_1338","Chlorpromazine 25 mg/ml 1 ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1339","Cholimed 125 mg/ml 2 ml","ACS001","kg",6.56,"raw_material"
"bom_line_1340","Cholimed 125 mg/ml 2 ml","BWF001","Liter(s)",50,"raw_material"
"bom_line_1341","Cholimed 125 mg/ml 2 ml","CAM007","Pcs",24000,"kemas_primer"
"bom_line_1342","Cholimed 125 mg/ml 2 ml","CET057","Pcs",23257,"kemas_sekunder"
"bom_line_1343","Cholimed 125 mg/ml 2 ml","CRO004","Set",4652,"kemas_sekunder"
"bom_line_1344","Cholimed 125 mg/ml 2 ml","CBR053","Pcs",2327,"kemas_sekunder"
"bom_line_1345","Cholimed 125 mg/ml 2 ml","CIN058","Pcs",2327,"kemas_sekunder"
"bom_line_1346","Cholimed 125 mg/ml 2 ml","CSH011","Pcs",24,"kemas_sekunder"
"bom_line_1347","Cholimed 125 mg/ml 2 ml","LBK010","Pcs",48,"kemas_sekunder"
"bom_line_1348","Cholimed 125 mg/ml 2 ml","CCT001","Roll",1,"kemas_sekunder"
"bom_line_1349","Cholimed 125 mg/ml 2 ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1350","Dexamethasone 5 mg/ml 1 ml","ADS001","kg",0.26,"raw_material"
"bom_line_1351","Dexamethasone 5 mg/ml 1 ml","BSD003","kg",0.05,"raw_material"
"bom_line_1352","Dexamethasone 5 mg/ml 1 ml","BSC001","kg",0.62,"raw_material"
"bom_line_1353","Dexamethasone 5 mg/ml 1 ml","BSD001","kg",0.05,"raw_material"
"bom_line_1354","Dexamethasone 5 mg/ml 1 ml","BDH001","kg",0.535,"raw_material"
"bom_line_1355","Dexamethasone 5 mg/ml 1 ml","BWF001","Liter(s)",50,"raw_material"
"bom_line_1356","Dexamethasone 5 mg/ml 1 ml","CAM004","Pcs",45500,"kemas_primer"
"bom_line_1357","Dexamethasone 5 mg/ml 1 ml","CIN061","Pcs",456,"kemas_sekunder"
"bom_line_1358","Dexamethasone 5 mg/ml 1 ml","CRA001","Set",455,"kemas_sekunder"
"bom_line_1359","Dexamethasone 5 mg/ml 1 ml","CBR058","Pcs",456,"kemas_sekunder"
"bom_line_1360","Dexamethasone 5 mg/ml 1 ml","LBK018","Pcs",910,"kemas_sekunder"
"bom_line_1361","Dexamethasone 5 mg/ml 1 ml","CSH009","Pcs",19,"kemas_sekunder"
"bom_line_1362","Dexamethasone 5 mg/ml 1 ml","LBK010","Pcs",39,"kemas_sekunder"
"bom_line_1363","Dexamethasone 5 mg/ml 1 ml","CCT001","Roll",0.2,"kemas_sekunder"
"bom_line_1364","Dexamethasone 5 mg/ml 1 ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1365","Diphenhydramine 10 mg/ml 1 ml","ADH002","kg",0.5,"raw_material"
"bom_line_1366","Diphenhydramine 10 mg/ml 1 ml","BBA001","Liter(s)",0.125,"raw_material"
"bom_line_1367","Diphenhydramine 10 mg/ml 1 ml","BWF001","Liter(s)",50,"raw_material"
"bom_line_1368","Diphenhydramine 10 mg/ml 1 ml","CAM004","Pcs",45500,"kemas_primer"
"bom_line_1369","Diphenhydramine 10 mg/ml 1 ml","CIN062","Pcs",1516,"kemas_sekunder"
"bom_line_1370","Diphenhydramine 10 mg/ml 1 ml","CRA002","Set",1515,"kemas_sekunder"
"bom_line_1371","Diphenhydramine 10 mg/ml 1 ml","CBR060","lbr",1516,"kemas_sekunder"
"bom_line_1372","Diphenhydramine 10 mg/ml 1 ml","CSH019","Pcs",13,"kemas_sekunder"
"bom_line_1373","Diphenhydramine 10 mg/ml 1 ml","LBK010","Pcs",39,"kemas_sekunder"
"bom_line_1374","Diphenhydramine 10 mg/ml 1 ml","CCT001","Roll",1,"kemas_sekunder"
"bom_line_1375","Diphenhydramine 10 mg/ml 1 ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1376","Dobutamine 25 mg/ml 10 ml","ADH003","kg",2.83,"raw_material"
"bom_line_1377","Dobutamine 25 mg/ml 10 ml","BSD003","kg",0.1,"raw_material"
"bom_line_1378","Dobutamine 25 mg/ml 10 ml","BDE001","g",10,"raw_material"
"bom_line_1379","Dobutamine 25 mg/ml 10 ml","BHA001","ml",20,"raw_material"
"bom_line_1380","Dobutamine 25 mg/ml 10 ml","BWF001","Liter(s)",100,"raw_material"
"bom_line_1381","Dobutamine 25 mg/ml 10 ml","CVI002","Pcs",10000,"kemas_primer"
"bom_line_1382","Dobutamine 25 mg/ml 10 ml","CRS002","Pcs",10000,"kemas_primer"
"bom_line_1383","Dobutamine 25 mg/ml 10 ml","CDO001","Pcs",10000,"kemas_primer"
"bom_line_1384","Dobutamine 25 mg/ml 10 ml","CET062","Pcs",9523,"kemas_sekunder"
"bom_line_1385","Dobutamine 25 mg/ml 10 ml","CIN063","Pcs",9523,"kemas_sekunder"
"bom_line_1386","Dobutamine 25 mg/ml 10 ml","CBR061","Pcs",9523,"kemas_sekunder"
"bom_line_1387","Dobutamine 25 mg/ml 10 ml","CSH007","Pcs",132,"kemas_sekunder"
"bom_line_1388","Dobutamine 25 mg/ml 10 ml","LBK010","Pcs",397,"kemas_sekunder"
"bom_line_1389","Dobutamine 25 mg/ml 10 ml","CPB001","Roll",2,"kemas_sekunder"
"bom_line_1390","Glomethyl 0,2 mg/ml 1 ml","AMM001","g",11,"raw_material"
"bom_line_1391","Glomethyl 0,2 mg/ml 1 ml","BTA002","g",12.5,"raw_material"
"bom_line_1392","Glomethyl 0,2 mg/ml 1 ml","BSC001","kg",0.15,"raw_material"
"bom_line_1393","Glomethyl 0,2 mg/ml 1 ml","BDE001","g",5,"raw_material"
"bom_line_1394","Glomethyl 0,2 mg/ml 1 ml","BWF001","Liter(s)",50,"raw_material"
"bom_line_1395","Glomethyl 0,2 mg/ml 1 ml","CAM002","Pcs",45450,"kemas_primer"
"bom_line_1396","Glomethyl 0,2 mg/ml 1 ml","CRO001","Set",9090,"kemas_primer"
"bom_line_1397","Glomethyl 0,2 mg/ml 1 ml","CIN072","Pcs",4545,"kemas_sekunder"
"bom_line_1398","Glomethyl 0,2 mg/ml 1 ml","CBR067","Pcs",4545,"kemas_sekunder"
"bom_line_1399","Glomethyl 0,2 mg/ml 1 ml","CSH009","Pcs",46,"kemas_sekunder"
"bom_line_1400","Glomethyl 0,2 mg/ml 1 ml","LBK010","Pcs",91,"kemas_sekunder"
"bom_line_1401","Glomethyl 0,2 mg/ml 1 ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1402","Glomin 40 mg/ml 5 ml","ADH004","kg",2,"raw_material"
"bom_line_1403","Glomin 40 mg/ml 5 ml","BSD003","kg",0.456,"raw_material"
"bom_line_1404","Glomin 40 mg/ml 5 ml","BCA001","kg",0.5,"raw_material"
"bom_line_1405","Glomin 40 mg/ml 5 ml","BSC004","g",0.25,"raw_material"
"bom_line_1406","Glomin 40 mg/ml 5 ml","BWF001","Liter(s)",50,"raw_material"
"bom_line_1407","Glomin 40 mg/ml 5 ml","CAM009","Pcs",9500,"kemas_primer"
"bom_line_1408","Glomin 40 mg/ml 5 ml","CET068","Pcs",9433,"kemas_sekunder"
"bom_line_1409","Glomin 40 mg/ml 5 ml","CRO005","Set",1887,"kemas_sekunder"
"bom_line_1410","Glomin 40 mg/ml 5 ml","CIN073","Pcs",1887,"kemas_sekunder"
"bom_line_1411","Glomin 40 mg/ml 5 ml","CBR068","Pcs",1887,"kemas_sekunder"
"bom_line_1412","Glomin 40 mg/ml 5 ml","CSH011","Pcs",32,"kemas_sekunder"
"bom_line_1413","Glomin 40 mg/ml 5 ml","LBK010","Pcs",64,"kemas_sekunder"
"bom_line_1414","Glomin 40 mg/ml 5 ml","CCT001","Roll",1,"kemas_sekunder"
"bom_line_1415","Glomin 40 mg/ml 5 ml","LBK024","Roll",1,"kemas_sekunder"
"bom_line_1416","Lidocain compositum 2 ml","ALH001","kg",2.06,"raw_material"
"bom_line_1417","Lidocain compositum 2 ml","AEB001","g",2.6,"raw_material"
"bom_line_1418","Lidocain compositum 2 ml","BDE001","g",10,"raw_material"
"bom_line_1419","Lidocain compositum 2 ml","BSD003","kg",0.05,"raw_material"
"bom_line_1420","Lidocain compositum 2 ml","BMP001","kg",0.12,"raw_material"
"bom_line_1421","Lidocain compositum 2 ml","BTA002","g",7.02,"raw_material"
"bom_line_1422","Lidocain compositum 2 ml","BPG001","kg",5.195,"raw_material"
"bom_line_1423","Lidocain compositum 2 ml","BWF001","Liter(s)",100,"raw_material"
"bom_line_1424","Lidocain compositum 2 ml","CAM007","Pcs",47650,"kemas_primer"
"bom_line_1425","Lidocain compositum 2 ml","CIN082","Pcs",1588,"kemas_sekunder"
"bom_line_1426","Lidocain compositum 2 ml","CRA002","Set",1588,"kemas_sekunder"
"bom_line_1427","Lidocain compositum 2 ml","CBR074","Pcs",1588,"kemas_sekunder"
"bom_line_1428","Lidocain compositum 2 ml","CSH018","Pcs",20,"kemas_sekunder"
"bom_line_1429","Lidocain compositum 2 ml","LBK010","Pcs",41,"kemas_sekunder"
"bom_line_1430","Lidocain compositum 2 ml","CCT001","Roll",1,"kemas_sekunder"
"bom_line_1431","Lidocain compositum 2 ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1432","Lidocaine 2% 2 ml","ALH001","kg",2.04,"raw_material"
"bom_line_1433","Lidocaine 2% 2 ml","BSC001","kg",0.214,"raw_material"
"bom_line_1434","Lidocaine 2% 2 ml","BSD003","kg",0.1,"raw_material"
"bom_line_1435","Lidocaine 2% 2 ml","BPD001","kg",0.477,"raw_material"
"bom_line_1436","Lidocaine 2% 2 ml","BWF001","Liter(s)",100,"raw_material"
"bom_line_1437","Lidocaine 2% 2 ml","CAM007","Pcs",47650,"kemas_primer"
