"id","bom_id","product_id","product_uom","product_qty","component_type"
"bom_line_1438","Lidocaine 2% 2 ml","CIN081","Pcs",478,"kemas_sekunder"
"bom_line_1439","Lidocaine 2% 2 ml","CRA001","Set",477,"kemas_sekunder"
"bom_line_1440","Lidocaine 2% 2 ml","LBK018","Pcs",954,"kemas_sekunder"
"bom_line_1441","Lidocaine 2% 2 ml","CBR073","Pcs",478,"kemas_sekunder"
"bom_line_1442","Lidocaine 2% 2 ml","CSH008","Pcs",20,"kemas_sekunder"
"bom_line_1443","Lidocaine 2% 2 ml","LBK010","Pcs",41,"kemas_sekunder"
"bom_line_1444","Lidocaine 2% 2 ml","CCT001","Roll",0.2,"kemas_sekunder"
"bom_line_1445","Lidocaine 2% 2 ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1446","Lunex 50 mg/ml 5 ml","ATA002","kg",2.5,"raw_material"
"bom_line_1447","Lunex 50 mg/ml 5 ml","BHA001","ml",250,"raw_material"
"bom_line_1448","Lunex 50 mg/ml 5 ml","BWF001","Liter(s)",50,"raw_material"
"bom_line_1449","Lunex 50 mg/ml 5 ml","CAM009","Pcs",10000,"kemas_primer"
"bom_line_1450","Lunex 50 mg/ml 5 ml","CET078","Pcs",9433,"kemas_sekunder"
"bom_line_1451","Lunex 50 mg/ml 5 ml","CRO005","Set",1887,"kemas_sekunder"
"bom_line_1452","Lunex 50 mg/ml 5 ml","CIN083","Pcs",943,"kemas_sekunder"
"bom_line_1453","Lunex 50 mg/ml 5 ml","CBR075","Pcs",943,"kemas_sekunder"
"bom_line_1454","Lunex 50 mg/ml 5 ml","CSH011","Pcs",16,"kemas_sekunder"
"bom_line_1455","Lunex 50 mg/ml 5 ml","LBK010","Pcs",32,"kemas_sekunder"
"bom_line_1456","Lunex 50 mg/ml 5 ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1457","Lunex 100mg/ml 5 ml","ATA002","kg",10,"raw_material"
"bom_line_1458","Lunex 100mg/ml 5 ml","BWF001","Liter(s)",100,"raw_material"
"bom_line_1459","Lunex 100mg/ml 5 ml","CAM009","Pcs",20000,"kemas_primer"
"bom_line_1460","Lunex 100mg/ml 5 ml","CET077","Pcs",18868,"kemas_sekunder"
"bom_line_1461","Lunex 100mg/ml 5 ml","CRO005","Set",3773,"kemas_sekunder"
"bom_line_1462","Lunex 100mg/ml 5 ml","CBR075","Pcs",1888,"kemas_sekunder"
"bom_line_1463","Lunex 100mg/ml 5 ml","CSH011","Pcs",32,"kemas_sekunder"
"bom_line_1464","Lunex 100mg/ml 5 ml","LBK010","Pcs",64,"kemas_sekunder"
"bom_line_1465","Lunex 100mg/ml 5 ml","CCT001","Roll",1,"kemas_sekunder"
"bom_line_1466","Lunex 100mg/ml 5 ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1467","Methylergometrine 0,2mg/ml 1ml","AMM001","g",11,"raw_material"
"bom_line_1468","Methylergometrine 0,2mg/ml 1ml","BTA002","g",12.5,"raw_material"
"bom_line_1469","Methylergometrine 0,2mg/ml 1ml","BSC001","kg",0.15,"raw_material"
"bom_line_1470","Methylergometrine 0,2mg/ml 1ml","BDE001","g",5,"raw_material"
"bom_line_1471","Methylergometrine 0,2mg/ml 1ml","BWF001","Liter(s)",50,"raw_material"
"bom_line_1472","Methylergometrine 0,2mg/ml 1ml","CAM002","Pcs",45500,"kemas_primer"
"bom_line_1473","Methylergometrine 0,2mg/ml 1ml","CIN087","Pcs",1516,"kemas_sekunder"
"bom_line_1474","Methylergometrine 0,2mg/ml 1ml","CRA002","Set",1515,"kemas_sekunder"
"bom_line_1475","Methylergometrine 0,2mg/ml 1ml","CBR077","Pcs",1516,"kemas_sekunder"
"bom_line_1476","Methylergometrine 0,2mg/ml 1ml","CSH019","Pcs",13,"kemas_sekunder"
"bom_line_1477","Methylergometrine 0,2mg/ml 1ml","LBK010","Pcs",39,"kemas_sekunder"
"bom_line_1478","Methylergometrine 0,2mg/ml 1ml","CCT001","Roll",1,"kemas_sekunder"
"bom_line_1479","Methylergometrine 0,2mg/ml 1ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1480","Papaverin 40 mg/ml 10 ml","APH001","kg",4,"raw_material"
"bom_line_1481","Papaverin 40 mg/ml 10 ml","BDE001","g",5,"raw_material"
"bom_line_1482","Papaverin 40 mg/ml 10 ml","BCA002","kg",0.45,"raw_material"
"bom_line_1483","Papaverin 40 mg/ml 10 ml","BWF001","Liter(s)",100,"raw_material"
"bom_line_1484","Papaverin 40 mg/ml 10 ml","CVI002","Pcs",9600,"kemas_primer"
"bom_line_1485","Papaverin 40 mg/ml 10 ml","CRS001","Pcs",9600,"kemas_primer"
"bom_line_1486","Papaverin 40 mg/ml 10 ml","CFO003","Pcs",9600,"kemas_primer"
"bom_line_1487","Papaverin 40 mg/ml 10 ml","CET089","Pcs",10475,"kemas_sekunder"
"bom_line_1488","Papaverin 40 mg/ml 10 ml","CIN094","Pcs",952,"kemas_sekunder"
"bom_line_1489","Papaverin 40 mg/ml 10 ml","CRA008","Set",952,"kemas_sekunder"
"bom_line_1490","Papaverin 40 mg/ml 10 ml","CBR084","Pcs",952,"kemas_sekunder"
"bom_line_1491","Papaverin 40 mg/ml 10 ml","CSH005","Pcs",32,"kemas_sekunder"
"bom_line_1492","Papaverin 40 mg/ml 10 ml","LBK010","Pcs",95,"kemas_sekunder"
"bom_line_1493","Papaverin 40 mg/ml 10 ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1494","Papaverin 40 mg/ml 10 ml","CCT001","Roll",0.4,"kemas_sekunder"
"bom_line_1495","Papaverin 40 mg/ml 1 ml","APH001","kg",2,"raw_material"
"bom_line_1496","Papaverin 40 mg/ml 1 ml","BDE001","g",2.5,"raw_material"
"bom_line_1497","Papaverin 40 mg/ml 1 ml","BCA002","kg",0.225,"raw_material"
"bom_line_1498","Papaverin 40 mg/ml 1 ml","BWF001","Liter(s)",50,"raw_material"
"bom_line_1499","Papaverin 40 mg/ml 1 ml","CAM004","Pcs",45500,"kemas_primer"
"bom_line_1500","Papaverin 40 mg/ml 1 ml","CIN095","Pcs",456,"kemas_sekunder"
"bom_line_1501","Papaverin 40 mg/ml 1 ml","CRA001","Set",455,"kemas_sekunder"
"bom_line_1502","Papaverin 40 mg/ml 1 ml","LBK018","Pcs",910,"kemas_sekunder"
"bom_line_1503","Papaverin 40 mg/ml 1 ml","CBR084","Pcs",456,"kemas_sekunder"
"bom_line_1504","Papaverin 40 mg/ml 1 ml","CSH008","Pcs",19,"kemas_sekunder"
"bom_line_1505","Papaverin 40 mg/ml 1 ml","LBK010","Pcs",38,"kemas_sekunder"
"bom_line_1506","Papaverin 40 mg/ml 1 ml","CCT001","Roll",0.2,"kemas_sekunder"
"bom_line_1507","Papaverin 40 mg/ml 1 ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1508","Vitamin B complex 10 ml","ATH002","kg",0.22,"raw_material"
"bom_line_1509","Vitamin B complex 10 ml","ARP001","g",0.297,"raw_material"
"bom_line_1510","Vitamin B complex 10 ml","APH006","kg",0.2,"raw_material"
"bom_line_1511","Vitamin B complex 10 ml","ADE001","kg",1.05,"raw_material"
"bom_line_1512","Vitamin B complex 10 ml","ANI001","g",2,"raw_material"
"bom_line_1513","Vitamin B complex 10 ml","APH004","kg",0.204,"raw_material"
"bom_line_1514","Vitamin B complex 10 ml","BSD003","kg",0.1,"raw_material"
"bom_line_1515","Vitamin B complex 10 ml","BPH001","kg",0.5,"raw_material"
"bom_line_1516","Vitamin B complex 10 ml","BWF001","Liter(s)",100,"raw_material"
"bom_line_1517","Vitamin B complex 10 ml","CVI002","Pcs",9600,"kemas_primer"
"bom_line_1518","Vitamin B complex 10 ml","CRS001","Pcs",9600,"kemas_primer"
"bom_line_1519","Vitamin B complex 10 ml","CFO004","Pcs",9600,"kemas_primer"
"bom_line_1520","Vitamin B complex 10 ml","CET110","Pcs",10475,"kemas_sekunder"
"bom_line_1521","Vitamin B complex 10 ml","CIN103","Pcs",952,"kemas_sekunder"
"bom_line_1522","Vitamin B complex 10 ml","CRA008","Set",952,"kemas_sekunder"
"bom_line_1523","Vitamin B complex 10 ml","CRA008","Set",952,"kemas_sekunder"
"bom_line_1524","Vitamin B complex 10 ml","CBR099","Pcs",952,"kemas_sekunder"
"bom_line_1525","Vitamin B complex 10 ml","CSH005","Pcs",32,"kemas_sekunder"
"bom_line_1526","Vitamin B complex 10 ml","LBK010","Pcs",95,"kemas_sekunder"
"bom_line_1527","Vitamin B complex 10 ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1528","Vitamin B complex 20 ml","ATH002","kg",0.22,"raw_material"
"bom_line_1529","Vitamin B complex 20 ml","ARP001","g",0.297,"raw_material"
"bom_line_1530","Vitamin B complex 20 ml","APH006","kg",0.2,"raw_material"
"bom_line_1531","Vitamin B complex 20 ml","ADE001","kg",1.05,"raw_material"
"bom_line_1532","Vitamin B complex 20 ml","ANI001","g",2,"raw_material"
"bom_line_1533","Vitamin B complex 20 ml","APH004","kg",0.204,"raw_material"
"bom_line_1534","Vitamin B complex 20 ml","BSD003","kg",0.1,"raw_material"
"bom_line_1535","Vitamin B complex 20 ml","BPH001","kg",0.5,"raw_material"
"bom_line_1536","Vitamin B complex 20 ml","BWF001","Liter(s)",100,"raw_material"
"bom_line_1537","Vitamin B complex 20 ml","CVI003","Pcs",5000,"kemas_primer"
"bom_line_1538","Vitamin B complex 20 ml","CRS001","Pcs",5000,"kemas_primer"
"bom_line_1539","Vitamin B complex 20 ml","CFO004","Pcs",5000,"kemas_primer"
"bom_line_1540","Vitamin B complex 20 ml","CET111","Pcs",4855,"kemas_sekunder"
"bom_line_1541","Vitamin B complex 20 ml","CIN104","Pcs",487,"kemas_sekunder"
"bom_line_1542","Vitamin B complex 20 ml","CRA008","Set",486,"kemas_sekunder"
"bom_line_1543","Vitamin B complex 20 ml","CBR099","Pcs",487,"kemas_sekunder"
"bom_line_1544","Vitamin B complex 20 ml","CSH008","Pcs",16,"kemas_sekunder"
"bom_line_1545","Vitamin B complex 20 ml","LBK010","Pcs",50,"kemas_sekunder"
"bom_line_1546","Vitamin B complex 20 ml","CCT001","Roll",0.1,"kemas_sekunder"
"bom_line_1547","Vitamin B complex 20 ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1548","Vitamin B12 500mcg/ml 1 ml","ACY001","g",26.5,"raw_material"
"bom_line_1549","Vitamin B12 500mcg/ml 1 ml","BSD001","kg",0.17,"raw_material"
"bom_line_1550","Vitamin B12 500mcg/ml 1 ml","BSC001","kg",0.243,"raw_material"
"bom_line_1551","Vitamin B12 500mcg/ml 1 ml","BBA001","Liter(s)",0.125,"raw_material"
"bom_line_1552","Vitamin B12 500mcg/ml 1 ml","BWF001","Liter(s)",50,"raw_material"
"bom_line_1553","Vitamin B12 500mcg/ml 1 ml","CAM004","Pcs",45500,"kemas_primer"
"bom_line_1554","Vitamin B12 500mcg/ml 1 ml","CIN106","Pcs",456,"kemas_sekunder"
"bom_line_1555","Vitamin B12 500mcg/ml 1 ml","CRA001","Set",455,"kemas_sekunder"
"bom_line_1556","Vitamin B12 500mcg/ml 1 ml","LBK018","Pcs",910,"kemas_sekunder"
"bom_line_1557","Vitamin B12 500mcg/ml 1 ml","CBR101","Pcs",456,"kemas_sekunder"
"bom_line_1558","Vitamin B12 500mcg/ml 1 ml","CSH009","Pcs",19,"kemas_sekunder"
"bom_line_1559","Vitamin B12 500mcg/ml 1 ml","LBK010","Pcs",39,"kemas_sekunder"
"bom_line_1560","Vitamin B12 500mcg/ml 1 ml","CCT001","Roll",0.2,"kemas_sekunder"
"bom_line_1561","Vitamin B12 500mcg/ml 1 ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1562","Vitamin B12 500 mcg/ml 10 ml","ACY001","g",53,"raw_material"
"bom_line_1563","Vitamin B12 500 mcg/ml 10 ml","BSD001","kg",0.339,"raw_material"
"bom_line_1564","Vitamin B12 500 mcg/ml 10 ml","BSC001","kg",0.486,"raw_material"
"bom_line_1565","Vitamin B12 500 mcg/ml 10 ml","BBA001","Liter(s)",0.25,"raw_material"
"bom_line_1566","Vitamin B12 500 mcg/ml 10 ml","BWF001","Liter(s)",100,"raw_material"
"bom_line_1567","Vitamin B12 500 mcg/ml 10 ml","CVI002","Pcs",9600,"kemas_primer"
"bom_line_1568","Vitamin B12 500 mcg/ml 10 ml","CRS001","Pcs",9600,"kemas_primer"
"bom_line_1569","Vitamin B12 500 mcg/ml 10 ml","CFO004","Pcs",9600,"kemas_primer"
"bom_line_1570","Vitamin B12 500 mcg/ml 10 ml","CET113","Pcs",9524,"kemas_sekunder"
"bom_line_1571","Vitamin B12 500 mcg/ml 10 ml","CIN107","Pcs",954,"kemas_sekunder"
"bom_line_1572","Vitamin B12 500 mcg/ml 10 ml","CRA008","Set",953,"kemas_sekunder"
"bom_line_1573","Vitamin B12 500 mcg/ml 10 ml","CBR101","Pcs",954,"kemas_sekunder"
"bom_line_1574","Vitamin B12 500 mcg/ml 10 ml","CSH005","Pcs",32,"kemas_sekunder"
"bom_line_1575","Vitamin B12 500 mcg/ml 10 ml","LBK010","Pcs",97,"kemas_sekunder"
"bom_line_1576","Vitamin B12 500 mcg/ml 10 ml","CCT001","Roll",0.3,"kemas_sekunder"
"bom_line_1577","Vitamin B12 500 mcg/ml 10 ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1578","Vitamin K 10 mg/ml 1 ml","AMS001","kg",0.55,"raw_material"
"bom_line_1579","Vitamin K 10 mg/ml 1 ml","BSD003","kg",0.1,"raw_material"
"bom_line_1580","Vitamin K 10 mg/ml 1 ml","BSC001","kg",0.195,"raw_material"
"bom_line_1581","Vitamin K 10 mg/ml 1 ml","BBA001","Liter(s)",0.125,"raw_material"
"bom_line_1582","Vitamin K 10 mg/ml 1 ml","BWF001","Liter(s)",50,"raw_material"
"bom_line_1583","Vitamin K 10 mg/ml 1 ml","CAM002","Pcs",45500,"kemas_primer"
"bom_line_1584","Vitamin K 10 mg/ml 1 ml","CIN109","Pcs",456,"kemas_sekunder"
"bom_line_1585","Vitamin K 10 mg/ml 1 ml","CRA001","Set",455,"kemas_sekunder"
"bom_line_1586","Vitamin K 10 mg/ml 1 ml","CBR104","Pcs",456,"kemas_sekunder"
"bom_line_1587","Vitamin K 10 mg/ml 1 ml","LBK018","Pcs",910,"kemas_sekunder"
"bom_line_1588","Vitamin K 10 mg/ml 1 ml","CSH009","Pcs",19,"kemas_sekunder"
"bom_line_1589","Vitamin K 10 mg/ml 1 ml","LBK010","Pcs",38,"kemas_sekunder"
"bom_line_1590","Vitamin K 10 mg/ml 1 ml","CCT001","Roll",0.2,"kemas_sekunder"
"bom_line_1591","Vitamin K 10 mg/ml 1 ml","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1592","Amoxicillin 250 mg Strip 12","AAT001","kg",60,"raw_material"
"bom_line_1593","Amoxicillin 250 mg Strip 12","BTA001","kg",0.416,"raw_material"
"bom_line_1594","Amoxicillin 250 mg Strip 12","BCS003","kg",0.416,"raw_material"
"bom_line_1595","Amoxicillin 250 mg Strip 12","BMS001","kg",0.416,"raw_material"
"bom_line_1596","Amoxicillin 250 mg Strip 12","BCN009","Pcs",208000,"raw_material"
"bom_line_1597","Amoxicillin 250 mg Strip 12","BCN009","Pcs",208000,"raw_material"
"bom_line_1598","Amoxicillin 250 mg Strip 12","CBA002","Roll",4,"kemas_primer"
"bom_line_1599","Amoxicillin 250 mg Strip 12","CFA001","Roll",4,"kemas_primer"
"bom_line_1600","Amoxicillin 250 mg Strip 12","CBR002","Pcs",1734,"kemas_sekunder"
"bom_line_1601","Amoxicillin 250 mg Strip 12","CIN006","Pcs",1734,"kemas_sekunder"
"bom_line_1602","Amoxicillin 250 mg Strip 12","CSH030","Pcs",35,"kemas_sekunder"
"bom_line_1603","Amoxicillin 250 mg Strip 12","LBK010","Pcs",36,"kemas_sekunder"
"bom_line_1604","Amoxicillin 250 mg Strip 12","CCT001","Roll",1,"kemas_sekunder"
"bom_line_1605","Amoxicillin 250 mg Strip 12","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1606","Ampicillin 250 mg Strip","AAT003","kg",30,"raw_material"
"bom_line_1607","Ampicillin 250 mg Strip","BTA001","kg",0.208,"raw_material"
"bom_line_1608","Ampicillin 250 mg Strip","BCS003","kg",0.208,"raw_material"
"bom_line_1609","Ampicillin 250 mg Strip","BMS001","kg",0.208,"raw_material"
"bom_line_1610","Ampicillin 250 mg Strip","BCN020","Pcs",104000,"raw_material"
"bom_line_1611","Ampicillin 250 mg Strip","CBA001","Roll",2,"kemas_primer"
"bom_line_1612","Ampicillin 250 mg Strip","CFA002","Roll",2,"kemas_primer"
"bom_line_1613","Ampicillin 250 mg Strip","CIN007","Pcs",1041,"kemas_sekunder"
"bom_line_1614","Ampicillin 250 mg Strip","LBK005","Pcs",21,"kemas_sekunder"
"bom_line_1615","Ampicillin 250 mg Strip","LBK010","Pcs",22,"kemas_sekunder"
"bom_line_1616","Ampicillin 250 mg Strip","CCT001","Roll",1,"kemas_sekunder"
"bom_line_1617","Ampicillin 250 mg Strip","CPB001","Roll",0.4,"kemas_sekunder"
"bom_line_1618","Camicillin 250 mg Strip","AAT003","kg",30,"raw_material"
"bom_line_1619","Camicillin 250 mg Strip","BTA001","kg",0.208,"raw_material"
"bom_line_1620","Camicillin 250 mg Strip","BCS003","kg",0.208,"raw_material"
"bom_line_1621","Camicillin 250 mg Strip","BMS001","kg",0.208,"raw_material"
"bom_line_1622","Camicillin 250 mg Strip","BCN019","Pcs",104000,"raw_material"
"bom_line_1623","Camicillin 250 mg Strip","CBA001","Roll",2,"kemas_primer"
"bom_line_1624","Camicillin 250 mg Strip","CFA008","Roll",2,"kemas_primer"
"bom_line_1625","Camicillin 250 mg Strip","CBR019","Pcs",1041,"kemas_sekunder"
"bom_line_1626","Camicillin 250 mg Strip","CIN023","Pcs",1041,"kemas_sekunder"
"bom_line_1627","Camicillin 250 mg Strip","LBK031","Pcs",21,"kemas_sekunder"
"bom_line_1628","Camicillin 250 mg Strip","LBK010","Pcs",22,"kemas_sekunder"
"bom_line_1629","Camicillin 250 mg Strip","CCT001","Roll",1,"kemas_sekunder"
"bom_line_1630","Camicillin 250 mg Strip","CPB001","Roll",0.4,"kemas_sekunder"
"bom_line_1631","Camoksil 250 mg Strip","AAT001","kg",30,"raw_material"
"bom_line_1632","Camoksil 250 mg Strip","BTA001","kg",0.208,"raw_material"
"bom_line_1633","Camoksil 250 mg Strip","BCS003","kg",0.208,"raw_material"
"bom_line_1634","Camoksil 250 mg Strip","BMS001","kg",0.208,"raw_material"
"bom_line_1635","Camoksil 250 mg Strip","BCN014","Pcs",104000,"raw_material"
"bom_line_1636","Camoksil 250 mg Strip","CBA001","Roll",2,"kemas_primer"
"bom_line_1637","Camoksil 250 mg Strip","CFA017","Roll",2,"kemas_primer"
"bom_line_1638","Camoksil 250 mg Strip","LBK009","Pcs",1040,"kemas_primer"
"bom_line_1639","Camoksil 250 mg Strip","CBR042","Pcs",1040,"kemas_sekunder"
"bom_line_1640","Camoksil 250 mg Strip","CIN047","Pcs",1040,"kemas_sekunder"
"bom_line_1641","Camoksil 250 mg Strip","CCT001","Roll",1,"kemas_sekunder"
"bom_line_1642","Camoksil 250 mg Strip","CSH028","Pcs",21,"kemas_sekunder"
"bom_line_1643","Camoksil 250 mg Strip","LBK010","Pcs",21,"kemas_sekunder"
"bom_line_1644","Camoksil 250 mg Strip","CPB001","Roll",1,"kemas_sekunder"
"bom_line_1645","Camoksil 500 mg Blister Export","AAT001","kg",60,"raw_material"
"bom_line_1646","Camoksil 500 mg Blister Export","BTA001","kg",0.416,"raw_material"
"bom_line_1647","Camoksil 500 mg Blister Export","BCS003","kg",0.416,"raw_material"
"bom_line_1648","Camoksil 500 mg Blister Export","BMS001","kg",0.416,"raw_material"
"bom_line_1649","Camoksil 500 mg Blister Export","BCN005","Pcs",104000,"raw_material"
"bom_line_1650","Camoksil 500 mg Blister Export","CPV001","Pcs",3,"kemas_primer"
"bom_line_1651","Camoksil 500 mg Blister Export","CFA018","Roll",3,"kemas_primer"
"bom_line_1652","Camoksil 500 mg Blister Export","CBR045","Pcs",1040,"kemas_sekunder"
"bom_line_1653","Camoksil 500 mg Blister Export","CIN049","Pcs",1040,"kemas_sekunder"
"bom_line_1654","Camoksil 500 mg Blister Export","CSH029","Pcs",11,"kemas_sekunder"
"bom_line_1655","Camoksil 500 mg Strip","AAT001","kg",60,"raw_material"
"bom_line_1656","Camoksil 500 mg Strip","BMC002","kg",6.864,"raw_material"
"bom_line_1657","Camoksil 500 mg Strip","BCO001","kg",2.838,"raw_material"
"bom_line_1658","Camoksil 500 mg Strip","BSS002","kg",0.72,"raw_material"
"bom_line_1659","Camoksil 500 mg Strip","BMS001","kg",0.42,"raw_material"
"bom_line_1660","Camoksil 500 mg Strip","BOP001","kg",0.115,"raw_material"
"bom_line_1661","Camoksil 500 mg Strip","CFA019","Roll",1,"kemas_primer"
"bom_line_1662","Camoksil 500 mg Strip","CBA002","Roll",1,"kemas_primer"
"bom_line_1663","Camoksil 500 mg Strip","CBR043","Pcs",1041,"kemas_sekunder"
"bom_line_1664","Camoksil 500 mg Strip","CIN048","Pcs",1041,"kemas_sekunder"
"bom_line_1665","Camoksil 500 mg Strip","CSH029","Pcs",21,"kemas_sekunder"
"bom_line_1666","Camaag Strip","BCS002","kg",0.6,"raw_material"
"bom_line_1667","Camaag Strip","AAH001","kg",26.25,"raw_material"
"bom_line_1668","Camaag Strip","BAG001","g",65,"raw_material"
"bom_line_1669","Camaag Strip","ADI001","kg",3,"raw_material"
"bom_line_1670","Camaag Strip","AMH001","kg",21,"raw_material"
"bom_line_1671","Camaag Strip","BMS001","kg",0.325,"raw_material"
"bom_line_1672","Camaag Strip","BSS001","kg",0.1,"raw_material"
"bom_line_1673","Camaag Strip","BMP001","kg",0.065,"raw_material"
"bom_line_1674","Camaag Strip","BPO003","kg",0.2,"raw_material"
"bom_line_1675","Camaag Strip","BSS002","kg",0.6,"raw_material"
"bom_line_1676","Camaag Strip","BTA001","kg",1.8,"raw_material"
"bom_line_1677","Camaag Strip","BSC005","kg",0.2,"raw_material"
"bom_line_1678","Camaag Strip","BMA001","kg",10,"raw_material"
"bom_line_1679","Camaag Strip","BTS001","kg",2,"raw_material"
"bom_line_1680","Camaag Strip","CFA005","Roll",2,"kemas_primer"
"bom_line_1681","Camaag Strip","CBA001","Roll",2,"kemas_primer"
"bom_line_1682","Camaag Strip","CBR013","Pcs",900,"kemas_sekunder"
"bom_line_1683","Camaag Strip","CIN016","Pcs",900,"kemas_sekunder"
"bom_line_1684","Camaag Strip","CSH022","Pcs",18,"kemas_sekunder"
"bom_line_1685","Camistan 500 mg Strip","BCS002","kg",0.72,"raw_material"
"bom_line_1686","Camistan 500 mg Strip","BAL001","Liter(s)",10,"raw_material"
"bom_line_1687","Camistan 500 mg Strip","BMC001","kg",2.88,"raw_material"
"bom_line_1688","Camistan 500 mg Strip","BET002","g",80,"raw_material"
"bom_line_1689","Camistan 500 mg Strip","BPK001","kg",2.88,"raw_material"
"bom_line_1690","Camistan 500 mg Strip","BMS001","kg",0.36,"raw_material"
"bom_line_1691","Camistan 500 mg Strip","BMP001","kg",0.072,"raw_material"
"bom_line_1692","Camistan 500 mg Strip","BSS002","kg",2.88,"raw_material"
"bom_line_1693","Camistan 500 mg Strip","BTA001","kg",0.72,"raw_material"
"bom_line_1694","Camistan 500 mg Strip","AMA001","kg",60,"raw_material"
"bom_line_1695","Camistan 500 mg Strip","BLA001","kg",2.16,"raw_material"
"bom_line_1696","Camistan 500 mg Strip","BYN001","g",7,"raw_material"
"bom_line_1697","Camistan 500 mg Strip","CFA015","Roll",2,"kemas_primer"
"bom_line_1698","Camistan 500 mg Strip","CBA002","Roll",2,"kemas_primer"
"bom_line_1699","Camistan 500 mg Strip","CBR035","Pcs",1200,"kemas_sekunder"
"bom_line_1700","Camistan 500 mg Strip","CIN040","Pcs",1200,"kemas_sekunder"
"bom_line_1701","Camistan 500 mg Strip","CSH029","Pcs",24,"kemas_sekunder"
"bom_line_1702","Zentropil 100 mg Blister","APS001","kg",12,"raw_material"
"bom_line_1703","Zentropil 100 mg Blister","BMC001","kg",8.4,"raw_material"
"bom_line_1704","Zentropil 100 mg Blister","BSS002","kg",1.2,"raw_material"
"bom_line_1705","Zentropil 100 mg Blister","BGP002","kg",3.6,"raw_material"
"bom_line_1706","Zentropil 100 mg Blister","BMS001","kg",1.2,"raw_material"
"bom_line_1707","Zentropil 100 mg Blister","BCN020","Pcs",120000,"raw_material"
"bom_line_1708","Zentropil 100 mg Pot 250","APS001","kg",12,"raw_material"
"bom_line_1709","Zentropil 100 mg Pot 250","BMC001","kg",8.4,"raw_material"
"bom_line_1710","Zentropil 100 mg Pot 250","BSS002","kg",1.2,"raw_material"
"bom_line_1711","Zentropil 100 mg Pot 250","BGP002","kg",3.6,"raw_material"
"bom_line_1712","Zentropil 100 mg Pot 250","BMS001","kg",1.2,"raw_material"
"bom_line_1713","Zentropil 100 mg Pot 250","BCN020","Pcs",120000,"raw_material"
"bom_line_1714","Zentropil 100 mg Pot 250","LBK009","Pcs",480,"raw_material"
"bom_line_1715","Zentropil 100 mg Pot 250","CSG001","kg",0.48,"kemas_primer"
"bom_line_1716","Zentropil 100 mg Pot 250","CBO022","Pcs",480,"kemas_primer"
"bom_line_1717","Zentropil 100 mg Pot 250","CET114","Pcs",480,"kemas_sekunder"
"bom_line_1718","Zentropil 100 mg Pot 250","CET114","Pcs",480,"kemas_sekunder"
"bom_line_1719","Zentropil 100 mg Pot 250","CBR106","Pcs",480,"kemas_sekunder"
"bom_line_1720","Zentropil 100 mg Pot 250","CSH019","bh",10,"kemas_sekunder"
"bom_line_1721","Zentropil 100 mg Pot 250","LBK010","lbr",10,"kemas_sekunder"
"bom_line_1722","Zentropil 100 mg Pot 250","CPB001","Roll",0.4,"kemas_sekunder"
