"id","name","location_id","usage"
"physical_locations__gbk__stock__area_penimbangan_rak_a1","Rak A1","Physical Locations / GBK / Stock / Area Penimbangan","Internal Location"
"physical_locations__gbk__stock__area_penimbangan_rak_b1","Rak B1","Physical Locations / GBK / Stock / Area Penimbangan","Internal Location"
"physical_locations__gbk__stock__area_penimbangan_rak_b2","Rak B2","Physical Locations / GBK / Stock / Area Penimbangan","Internal Location"
"physical_locations__gbk__stock__area_penimbangan_rak_c1","Rak C1","Physical Locations / GBK / Stock / Area Penimbangan","Internal Location"
"physical_locations__goj__stock_gudang_obat_jadi_pusat","Gudang Obat Jadi Pusat","Physical Locations / GOJ / Stock","View"
"physical_locations__goj__stock__gudang_obat_jadi_pusat_blok_a_45_palet","Blok A 45 Palet","Physical Locations / GOJ / Stock / Gudang Obat Jadi Pusat","Internal Location"
"physical_locations__goj__stock__gudang_obat_jadi_pusat_blok_b_32_palet","Blok B 32 Palet","Physical Locations / GOJ / Stock / Gudang Obat Jadi Pusat","Internal Location"
"physical_locations__goj__stock_area_terkondisikan_1","Area Terkondisikan 1","Physical Locations / GOJ / Stock","View"
"physical_locations__goj__stock__area_terkondisikan_1_blok_a_3_palet","Blok A 3 Palet","Physical Locations / GOJ / Stock / Area Terkondisikan 1","Internal Location"
"physical_locations__goj__stock__area_terkondisikan_1_blok_b_3_palet","Blok B 3 Palet","Physical Locations / GOJ / Stock / Area Terkondisikan 1","Internal Location"
"physical_locations__goj__stock__area_terkondisikan_1_blok_c_3_palet","Blok C 3 Palet","Physical Locations / GOJ / Stock / Area Terkondisikan 1","Internal Location"
"physical_locations__goj__stock__area_terkondisikan_1_blok_d_3_palet","Blok D 3 Palet","Physical Locations / GOJ / Stock / Area Terkondisikan 1","Internal Location"
"physical_locations__goj__stock__area_terkondisikan_1_blok_e_3_palet","Blok E 3 Palet","Physical Locations / GOJ / Stock / Area Terkondisikan 1","Internal Location"
"physical_locations__goj__stock__area_terkondisikan_1_blok_f_5_palet","Blok F 5 Palet","Physical Locations / GOJ / Stock / Area Terkondisikan 1","Internal Location"
"physical_locations__goj__stock_area_terkondisikan_2","Area Terkondisikan 2","Physical Locations / GOJ / Stock","View"
"physical_locations__goj__stock__area_terkondisikan_2_blok_a_4_palet","Blok A 4 Palet","Physical Locations / GOJ / Stock / Area Terkondisikan 2","Internal Location"
"physical_locations__goj__stock__area_terkondisikan_2_blok_b_4_palet","Blok B 4 Palet","Physical Locations / GOJ / Stock / Area Terkondisikan 2","Internal Location"
"physical_locations__goj__stock__area_terkondisikan_2_blok_c_4_palet","Blok C 4 Palet","Physical Locations / GOJ / Stock / Area Terkondisikan 2","Internal Location"
"physical_locations__goj__stock__area_terkondisikan_2_blok_d_4_palet","Blok D 4 Palet","Physical Locations / GOJ / Stock / Area Terkondisikan 2","Internal Location"
"physical_locations__goj__stock__area_terkondisikan_2_blok_e_2_palet","Blok E 2 Palet","Physical Locations / GOJ / Stock / Area Terkondisikan 2","Internal Location"
"physical_locations__goj__stock__area_terkondisikan_2_blok_f_2_blok","Blok F 2 Blok","Physical Locations / GOJ / Stock / Area Terkondisikan 2","Internal Location"
